Gene,basal_avg,basal_down,basal_up,her2_avg,her2_down,her2_up,lumA_avg,lumA_down,lumA_up,lumB_avg,lumB_down,lumB_up
METAP2,0.139120173,-0.077951977,0.356192322,0.097509582,-0.315023072,0.510042235,-0.20838919,-0.378281651,-0.038496728,0.046611387,-0.161897282,0.255120055
METRN,0.534803332,0.26051354,0.809093124,-0.422445153,-0.835359348,-0.009530959,-0.239918034,-0.507130808,0.027294739,0.034337926,-0.162079315,0.230755168
METRNL,0.036977152,-0.425661295,0.499615598,-0.113453158,-0.715748387,0.488842071,-0.420067367,-0.700374584,-0.13976015,0.699993915,0.338454713,1.061533116
METTL1,0.071841888,-0.137158991,0.280842766,0.648304541,0.328775848,0.967833233,-0.556854528,-0.745577735,-0.368131321,0.15561857,-0.031294113,0.342531253
METTL13,-0.098853038,-0.345834684,0.148128608,0.585500497,0.28549992,0.885501074,-0.016633933,-0.212604411,0.179336544,-0.202669617,-0.401121718,-0.004217517
METTL14,-0.662279686,-0.871883604,-0.452675768,-0.085622163,-0.275497198,0.104252871,0.088542943,-0.112156383,0.28924227,0.454667193,0.240618708,0.668715677
METTL15,-0.157918726,-0.353238284,0.037400833,-0.666345009,-0.955527693,-0.377162324,-0.243776001,-0.422406393,-0.06514561,0.685230216,0.496178697,0.874281736
METTL16,-0.267648353,-0.469498338,-0.065798369,-0.098757275,-0.302114778,0.104600228,0.016498664,-0.223208702,0.256206029,0.234303683,0.012042222,0.456565145
METTL17,0.007031562,-0.254331983,0.268395107,-0.275248053,-0.596663308,0.046167203,0.08006076,-0.159281836,0.319403355,0.058655398,-0.106764935,0.224075732
METTL18,0.482951468,0.337584497,0.628318439,-0.778387581,-1.181463954,-0.375311208,0.17323246,-0.020643185,0.367108104,-0.139034251,-0.31680764,0.038739138
METTL21A,0.105736897,-0.145204709,0.356678504,0.050656034,-0.218051166,0.319363234,-0.465726867,-0.706585554,-0.22486818,0.317056292,0.089253171,0.544859413
METTL25,-0.123816892,-0.552540509,0.304906725,0.348020185,-0.27314745,0.969187819,-0.034227127,-0.270615824,0.20216157,-0.033884026,-0.347644568,0.279876516
METTL26,-1.009540032,-1.167206849,-0.851873215,-0.214187586,-0.505068858,0.076693686,0.548827553,0.388108068,0.709547038,0.338289078,0.16495825,0.511619906
METTL2A,-0.306117911,-0.467717673,-0.144518149,-0.268591541,-0.502543062,-0.034640021,-0.314466288,-0.495714128,-0.133218447,0.66524773,0.433237473,0.897257986
METTL2B,-0.282507632,-0.428698287,-0.136316977,-0.357114522,-0.616777529,-0.097451516,-0.357722172,-0.554287289,-0.161157054,0.733255066,0.528265873,0.938244259
METTL3,-0.521960138,-0.751030482,-0.292889794,-0.027148672,-0.274921449,0.220624106,-0.020302697,-0.215034806,0.174429413,0.42450119,0.214236534,0.634765847
METTL5,-0.111428645,-0.34109472,0.11823743,0.477322889,0.183270292,0.771375487,-0.242614667,-0.441803014,-0.04342632,0.071092217,-0.153169304,0.295353737
METTL7A,-0.019889185,-0.273339168,0.233560797,0.128286882,-0.18316817,0.439741934,0.243560562,0.066130342,0.420990783,-0.282638758,-0.495976094,-0.069301421
METTL9,0.313454204,0.100827156,0.526081251,0.038469487,-0.283156053,0.360095027,-0.482980549,-0.752849421,-0.213111677,0.240689635,0.067432463,0.413946807
MEX3A,0.880218713,0.681278749,1.079158677,-0.070830019,-0.340082183,0.198422146,-0.501949977,-0.6659691,-0.337930853,-0.143713631,-0.340657355,0.053230093
MEX3B,0.470807624,0.192943584,0.748671664,-0.043844949,-0.31760365,0.229913751,-0.241329983,-0.423393706,-0.05926626,-0.077160135,-0.301643653,0.147323384
MEX3C,0.469303345,0.192079274,0.746527417,-0.000522087,-0.272660373,0.271616199,-0.241586907,-0.4193284,-0.063845413,-0.099439842,-0.328111918,0.129232234
MEX3D,0.096328083,-0.119985625,0.31264179,-0.185904883,-0.565480899,0.193671133,-0.099103683,-0.269151051,0.070943685,0.115680742,-0.10915055,0.340512035
MFAP1,0.037341209,-0.163118764,0.237801183,-0.526514723,-0.894489879,-0.158539568,0.085191989,-0.15906414,0.329448118,0.153609132,0.002786214,0.304432049
MFAP2,-0.159063841,-0.387113238,0.068985556,0.072614488,-0.206032705,0.351261681,0.131853234,-0.099401013,0.363107481,-0.043368713,-0.246661919,0.159924493
MFAP4,-0.232518557,-0.497953091,0.032915977,-0.092462147,-0.371765144,0.18684085,0.53644938,0.317411386,0.755487374,-0.293477331,-0.435313405,-0.151641257
MFAP5,-0.056484593,-0.311877714,0.198908528,-0.271070729,-0.566804711,0.024663254,0.167938207,0.003778626,0.332097788,0.016958027,-0.217198595,0.251114649
MFF,0.373694547,0.132732845,0.61465625,-0.111522448,-0.399710583,0.176665687,-0.313377144,-0.524953806,-0.101800482,0.075810077,-0.117180587,0.26880074
MFGE8,0.81272434,0.53982361,1.08562507,-0.405226708,-0.604801434,-0.205651982,-0.138434465,-0.324573621,0.047704691,-0.274263539,-0.44083279,-0.107694287
MFN1,0.575492766,0.327962442,0.82302309,-0.183327018,-0.519995104,0.153341067,-0.259351066,-0.445721135,-0.072980996,-0.091411294,-0.269981216,0.087158628
MFN2,0.182076794,0.00380581,0.360347778,-0.360161294,-0.532738238,-0.18758435,0.053418351,-0.128208049,0.23504475,-0.007669535,-0.291380223,0.276041153
MFSD10,-0.059325747,-0.271458144,0.152806649,0.44843488,0.117391297,0.779478463,0.020667537,-0.244429062,0.285764135,-0.185270693,-0.438113416,0.067572031
MFSD6,0.198188302,-0.106059055,0.502435658,-0.163231841,-0.521265079,0.194801398,-0.071542915,-0.272604123,0.129518292,0.012679201,-0.193225747,0.218584149
MGA,0.065820822,-0.142861152,0.274502796,-0.334951208,-0.684013707,0.014111292,0.043289517,-0.184005679,0.270584713,0.0766242,-0.112964102,0.266212502
MGAT1,0.103599232,-0.077469634,0.284668099,-0.004644649,-0.495831153,0.486541856,-0.109525277,-0.281261599,0.062211044,0.026108944,-0.167778185,0.219996072
MGAT2,0.263123742,0.023941465,0.502306018,0.65827843,0.41848131,0.89807555,-0.467276114,-0.80139584,-0.133156388,-0.088337027,-0.367219233,0.19054518
MGAT4D,-0.36277319,-0.604034037,-0.121512343,-0.517638384,-0.927239366,-0.108037402,0.079539346,-0.204085275,0.363163967,0.406508837,0.212545208,0.600472465
MGAT5,0.211633679,-0.027203852,0.450471211,-0.111827195,-0.386766132,0.163111743,-0.110222014,-0.427199735,0.206755707,-0.027928307,-0.255478195,0.199621581
MGAT5B,0.151856604,-0.0039542,0.307667408,0.033784077,-0.25484614,0.322414294,0.190510622,-0.021528618,0.402549861,-0.305622142,-0.550133219,-0.061111066
MGLL,-0.046125613,-0.304222311,0.211971084,-0.040477219,-0.356595285,0.275640846,0.292921838,0.047658127,0.53818555,-0.225883942,-0.358658376,-0.093109509
MGME1,0.050446373,-0.131297834,0.232190581,0.352021919,0.03615072,0.667893118,-0.318830899,-0.561114792,-0.076547005,0.091700538,-0.098392157,0.281793234
MGMT,-0.018837188,-0.202008896,0.16433452,-0.063911818,-0.427573797,0.299750161,-0.116973372,-0.28518248,0.051235736,0.158183282,-0.089956791,0.406323355
MGP,0.207705215,0.013394547,0.402015883,-0.770979882,-0.991116714,-0.55084305,0.135023018,-0.094083389,0.364129425,0.10031397,-0.107850955,0.308478896
MGRN1,0.362628012,0.130453611,0.594802412,-0.154521293,-0.499163015,0.190120429,0.087019675,-0.072456716,0.246496067,-0.278104218,-0.500384746,-0.055823689
MGST1,0.403161663,0.17257084,0.633752486,0.574258169,0.271582669,0.876933668,-0.303330658,-0.491392541,-0.115268774,-0.218790977,-0.445701963,0.008120008
MGST2,-0.286288239,-0.531725613,-0.040850865,-0.096749631,-0.471902304,0.278403043,0.08422196,-0.169821597,0.338265517,0.155176708,-0.111052761,0.421406177
MGST3,0.054813647,-0.143952721,0.253580015,-0.178475913,-0.619706352,0.262754527,0.054800187,-0.140023154,0.249623529,-0.004389125,-0.192344085,0.183565835
MIA2,-0.318481314,-0.50541598,-0.131546648,0.244680362,-0.172936203,0.662296927,0.068398531,-0.120470012,0.257267075,0.050972212,-0.151019095,0.25296352
MIA3,-0.465697944,-0.651426683,-0.279969205,0.423472392,0.048469062,0.798475722,0.181722675,-0.025366109,0.38881146,-0.036613635,-0.223764561,0.15053729
MIB1,-0.518238372,-0.719459948,-0.317016795,-0.314621949,-0.642382503,0.013138605,0.146334369,-0.049803897,0.342472634,0.40575265,0.213051378,0.598453923
MIB2,0.100335393,-0.12006425,0.320735036,-0.230958873,-0.544323777,0.08240603,0.097672203,-0.120446739,0.315791146,-0.052765529,-0.281778808,0.176247751
MICAL1,0.167436373,-0.093738962,0.428611709,-0.131480216,-0.424231285,0.161270853,0.11411386,-0.098196025,0.326423746,-0.169196288,-0.36099982,0.022607244
MICAL2,-0.351826631,-0.608189514,-0.095463747,0.292400462,0.050975174,0.533825749,0.23635681,0.043886001,0.428827619,-0.108838868,-0.324306431,0.106628695
MICAL3,0.62323719,0.415496632,0.830977748,0.28076199,0.003848446,0.557675534,-0.57686281,-0.770138052,-0.383587568,-0.054982028,-0.241029173,0.131065117
MICALL1,1.194051602,0.976205911,1.411897292,-0.420594873,-0.697929304,-0.143260443,-0.578067223,-0.698070801,-0.458063645,-0.131260176,-0.260029538,-0.002490814
MICALL2,-0.108561392,-0.303438473,0.086315689,-0.685057135,-1.179423917,-0.190690353,0.241338669,0.089313612,0.393363725,0.192666721,0.037154239,0.348179203
MICOS10,-0.085992666,-0.31333496,0.141349628,-0.444277625,-0.790679341,-0.097875909,0.103193053,-0.111288282,0.317674387,0.17288653,-0.037684396,0.383457456
MICOS10-NBL1,-0.373424028,-0.592425331,-0.154422725,-0.778893711,-1.169734976,-0.388052445,0.251953492,0.019290588,0.484616395,0.39299895,0.158517805,0.627480096
MICOS13,-0.156865021,-0.354865811,0.041135768,-0.169981427,-0.546063612,0.206100759,0.427929368,0.238069645,0.617789092,-0.207459499,-0.407367176,-0.007551821
MICU1,-0.001725254,-0.17965548,0.176204972,0.036851902,-0.494514052,0.568217856,0.221074298,0.047690569,0.394458027,-0.228994879,-0.379066228,-0.078923531
MICU2,-0.111049516,-0.339434922,0.117335891,0.563413963,0.210262649,0.916565277,0.029691026,-0.173829824,0.233211876,-0.226873745,-0.409104744,-0.044642746
MID1,0.734213247,0.510731437,0.957695057,-0.212436099,-0.490303507,0.065431309,-0.136226347,-0.351620248,0.079167554,-0.313891637,-0.478810468,-0.148972806
MID1IP1,-0.203106036,-0.410147763,0.003935692,0.464168999,0.167959527,0.760378472,-0.196469384,-0.401677786,0.008739018,0.100065435,-0.121244647,0.321375518
MID2,0.433994037,0.121390369,0.746597705,-0.663841337,-1.082573323,-0.24510935,0.236379258,0.040020004,0.432738512,-0.181018653,-0.339914124,-0.022123183
MIDEAS,-0.344515237,-0.482035897,-0.206994577,-0.179641202,-0.49643893,0.137156526,0.466696106,0.261768783,0.67162343,-0.099043406,-0.328042139,0.129955327
MIEF1,0.655897894,0.385503441,0.926292346,-0.163292793,-0.49236775,0.165782165,-0.108233805,-0.269197038,0.052729427,-0.279714049,-0.482541887,-0.07688621
MIEF2,0.407440624,0.058062132,0.756819115,0.169328742,-0.227132711,0.565790194,-0.619219614,-0.831840489,-0.406598739,0.215738589,0.014436708,0.417040469
MIEN1,-0.65092707,-0.735730573,-0.566123566,1.022701515,0.758046597,1.287356434,-0.358738366,-0.460335611,-0.25714112,0.320635479,0.069818661,0.571452296
MIER1,-0.073119328,-0.268036319,0.121797663,-0.669549877,-0.891479269,-0.447620484,0.3026245,0.060462867,0.544786133,0.099599289,-0.097203345,0.296401922
MIER2,0.043677,-0.336154027,0.423508027,-0.158318387,-0.369434756,0.052797983,-0.112969878,-0.52423361,0.298293854,0.22677551,-0.262601107,0.716152127
MIER3,-0.102175664,-0.538591394,0.334240065,-0.508921416,-0.949640039,-0.068202792,0.073044365,-0.098739254,0.244827985,0.293266104,-0.083730342,0.67026255
MIF,-0.423614909,-0.629743978,-0.21748584,0.227331824,-0.065826386,0.520490034,-0.086777457,-0.297332582,0.123777668,0.287207,0.077747245,0.496666755
MIF4GD,-0.079125997,-0.267728948,0.109476955,-0.747798303,-1.001537314,-0.494059291,0.309709538,0.120947157,0.498471919,0.136438675,-0.097119069,0.369996419
MIGA1,0.03445665,-0.57792327,0.646836571,-0.262985379,-0.416638357,-0.109332401,0.11593962,-0.206770664,0.438649904,0.055177718,-0.527619178,0.637974613
MIIP,0.387110223,-0.231345812,1.005566257,-0.278585458,-0.647682323,0.090511408,-0.201352079,-0.576207256,0.173503098,0.16810251,-0.253753645,0.589958666
MINDY1,-0.65319378,-0.791351946,-0.515035613,-0.715015054,-0.927044653,-0.502985454,0.577026537,0.402348648,0.751704426,0.294419097,0.076422959,0.512415236
MINDY2,-0.143558895,-0.316864167,0.029746376,-0.434359413,-0.865381124,-0.003337702,0.314075482,0.115627737,0.512523227,0.006012068,-0.196397436,0.208421573
MINDY3,-0.135426708,-0.374230404,0.103376989,0.587602236,0.211651516,0.963552956,0.042187641,-0.125300899,0.209676182,-0.23266091,-0.427172976,-0.038148843
MINDY4,0.006477561,-0.290146591,0.303101714,0.178028641,-0.291275832,0.647333114,-0.315452924,-0.581904039,-0.049001808,0.204585525,-0.066963738,0.476134789
MINK1,0.394610273,0.184677405,0.604543141,-0.093576645,-0.46399564,0.276842351,0.101729686,-0.090059141,0.293518513,-0.346660331,-0.540589594,-0.152731069
MINPP1,-0.479034647,-0.659643135,-0.298426158,0.087263437,-0.10842002,0.282946894,0.210483106,0.003255504,0.417710707,0.11393129,-0.136727971,0.364590551
MIOS,-0.336716484,-0.602048474,-0.071384494,-0.072197461,-0.270802015,0.126407094,0.453275835,0.274412573,0.632139096,-0.145753248,-0.365782663,0.074276167
MIPEP,-0.536071496,-0.733548672,-0.33859432,0.527886848,0.227765474,0.828008222,-0.046384459,-0.268243721,0.175474803,0.182561972,-0.002501063,0.367625006
MIPOL1,-0.056907224,-0.338984579,0.225170132,0.128303318,-0.309347128,0.565953764,-0.007159659,-0.247075099,0.232755781,-0.00761707,-0.258629851,0.243395712
MIS12,-0.589101773,-0.781636197,-0.396567348,-0.101611705,-0.52172026,0.31849685,0.248990719,0.064178615,0.433802823,0.239844783,0.063981065,0.4157085
MIS18A,0.171233669,-0.084853657,0.427320996,0.274593823,0.013089137,0.536098509,-0.704729379,-0.904717747,-0.504741012,0.417005139,0.109859401,0.724150876
MIS18BP1,0.406756971,0.196321812,0.617192129,-0.106195568,-0.504501388,0.292110252,-0.228917739,-0.446917264,-0.010918214,0.048736998,-0.24693011,0.344404106
MISP,-0.371703809,-0.529402706,-0.214004911,-0.206162968,-0.51290614,0.100580204,0.359544685,0.112470954,0.606618416,0.037295684,-0.153419135,0.228010503
MITD1,0.884419905,0.378479716,1.390360093,-0.102246288,-0.482855083,0.278362507,-0.120681223,-0.291528711,0.050166266,-0.30304843,-0.478955954,-0.127140906
MITF,0.131845823,-0.087800844,0.351492491,-0.682530551,-1.094533756,-0.270527346,0.248828316,0.043682543,0.45397409,0.003920438,-0.138573991,0.146414868
MIX23,-0.036479633,-0.2080234,0.135064134,-0.461688669,-0.713320969,-0.210056368,0.203425365,-0.041556364,0.448407095,0.063254751,-0.152263715,0.278773217
MKI67,0.74359176,0.495818167,0.991365354,0.033204967,-0.206260542,0.272670477,-0.693254032,-0.862082402,-0.524425662,0.090072143,-0.074815488,0.254959774
MKLN1,0.502401456,0.258589981,0.746212931,-0.217212502,-0.475778424,0.04135342,-0.282764183,-0.453466044,-0.112062322,0.002787501,-0.223605215,0.229180217
MKNK1,0.432536794,0.243032411,0.622041176,-0.452520792,-0.767335663,-0.13770592,-0.399402463,-0.690692267,-0.108112659,0.218066338,0.045641892,0.390490783
MKNK2,-0.663913722,-0.983910352,-0.343917093,0.145360787,-0.363867833,0.654589406,0.81473025,0.60789705,1.02156345,-0.394653908,-0.634345895,-0.154961921
MKRN1,0.19968162,-0.067069337,0.466432577,-0.600091261,-1.059316179,-0.140866344,0.14679778,0.012788814,0.280806747,0.00960321,-0.142467395,0.161673814
MKRN2,0.104757214,-0.114073054,0.323587482,0.006014114,-0.351763049,0.363791276,-0.02603733,-0.205553434,0.153478775,-0.056622526,-0.285249499,0.172004446
MKRN3,0.385659833,0.091628653,0.679691013,-0.367646143,-0.551168553,-0.184123733,-0.061106718,-0.24410312,0.121889685,-0.003594451,-0.279122122,0.27193322
MKS1,0.017567459,-0.279097177,0.314232094,-0.278360032,-0.702441387,0.145721324,0.107826185,-0.106353048,0.322005419,0.046332722,-0.115504823,0.208170268
MLEC,-0.052995249,-0.279018386,0.173027888,0.251996677,-0.119740204,0.623733558,0.114308186,-0.105186889,0.333803262,-0.195797247,-0.36981306,-0.021781434
MLF2,0.313891832,0.055438402,0.572345262,-0.346248612,-0.656166889,-0.036330335,-0.382103781,-0.593569518,-0.170638044,0.303888222,0.153601852,0.454174592
MLH1,-0.174049119,-0.429553283,0.081455045,0.129258473,-0.176021716,0.434538663,-0.097839205,-0.281321878,0.085643468,0.159670173,-0.057812852,0.377153198
MLH3,-0.171662386,-0.330753717,-0.012571054,-0.586080362,-1.921296447,0.749135723,-0.122639872,-0.559807905,0.314528162,0.520956357,0.43578311,0.606129605
MLKL,0.613008459,0.379335978,0.84668094,0.044177708,-0.270314193,0.35866961,-0.560693481,-0.75404853,-0.367338432,0.055486054,-0.105053326,0.216025434
MLLT1,-0.181040954,-0.329556902,-0.032525006,-0.64836482,-1.102597484,-0.194132156,0.278393381,0.094375454,0.462411309,0.193169468,0.014769365,0.371569571
MLLT10,-0.209174223,-0.485547191,0.067198746,-0.127713683,-0.62974029,0.374312924,0.03889983,-0.243355598,0.321155259,0.225534065,0.046921038,0.404147092
MLLT11,0.648540694,0.444228899,0.852852489,-0.649512592,-0.893461585,-0.405563598,-0.541626227,-0.751394739,-0.331857716,0.193853159,-0.271192796,0.658899113
MLLT6,-0.252527089,-0.493649957,-0.011404221,-0.589079445,-1.002484936,-0.175673953,0.156869589,-0.031731618,0.345470796,0.326147227,0.176765525,0.475528929
MLPH,-1.190481719,-1.346580231,-1.034383206,0.162922786,-0.000520146,0.326365719,0.45624887,0.258112892,0.654384849,0.374161395,0.225639311,0.522683479
MLST8,-0.517562329,-0.761801781,-0.273322877,-0.299930574,-0.545619968,-0.054241181,0.41791389,0.227588832,0.608238948,0.137636222,-0.062346935,0.337619379
MLX,0.559800207,0.20481135,0.914789064,0.227560499,0.0192264,0.435894599,0.168234004,-0.114867521,0.45133553,-0.744735034,-1.016266902,-0.473203165
MLXIP,0.217814091,0.0115721,0.424056082,-0.444238559,-0.887142334,-0.001334784,0.061434696,-0.14998852,0.272857912,-0.032134635,-0.237146249,0.172876979
MLYCD,-0.036923018,-0.258384019,0.184537983,-0.231570134,-0.484690208,0.021549941,0.037372644,-0.215251034,0.289996321,0.10766188,-0.083938964,0.299262724
MMAA,-0.125079029,-0.315975655,0.065817596,-0.000192367,-0.490517221,0.490132487,0.121411455,-0.071706105,0.314529016,-0.022447189,-0.185134977,0.140240599
MMAB,-0.532948696,-0.71943952,-0.346457873,0.072896917,-0.257124886,0.402918721,0.048829704,-0.159520457,0.257179865,0.316467931,0.115110428,0.517825434
MMACHC,0.754094559,0.558584535,0.949604583,-0.54334305,-0.966711169,-0.119974931,-0.398866093,-0.741085586,-0.0566466,0.071727858,-0.178832893,0.322288609
MMADHC,0.126489697,-0.124994641,0.377974036,0.30566699,-0.058484689,0.669818668,-0.362439887,-0.605545405,-0.119334369,0.079229196,-0.193719356,0.352177748
MME,-0.115684035,-0.355627542,0.124259473,-0.005495347,-0.292847491,0.281856797,0.337880478,0.086295462,0.589465494,-0.229787554,-0.39175236,-0.067822747
MMGT1,0.231616265,0.003064123,0.460168406,0.603149931,0.260164451,0.946135411,-0.259140705,-0.493889368,-0.024392041,-0.159440266,-0.373746119,0.054865587
MMP1,0.336805339,0.092668737,0.58094194,0.136165304,-0.217763143,0.490093751,-0.552035184,-0.689333607,-0.41473676,0.1934041,-0.013628504,0.400436704
MMP10,-0.040836963,-0.237577856,0.15590393,0.100528905,-0.25411595,0.455173761,0.012424259,-0.241797743,0.26664626,-0.032374575,-0.213042643,0.148293493
MMP11,-0.102199072,-0.314302747,0.109904604,0.336132198,0.056906575,0.615357821,-0.130264892,-0.370334385,0.109804602,0.033420393,-0.165392431,0.232233216
MMP12,0.464176602,0.17391611,0.754437093,-0.03509494,-0.398506363,0.328316482,-0.475820891,-0.631033341,-0.320608441,0.152879905,-0.070401103,0.376160914
MMP13,-0.305975661,-0.575959434,-0.035991889,-0.151536506,-0.5748926,0.271819588,0.093127067,-0.20107791,0.387332044,0.272853782,0.01226847,0.533439094
MMP14,0.536055448,0.340713136,0.73139776,0.23360577,0.007427166,0.459784374,-0.041798142,-0.264956091,0.181359807,-0.478787918,-0.678439284,-0.279136553
MMP15,0.580909951,0.257509908,0.904309994,0.094009231,-0.083327121,0.271345583,-0.198005779,-0.471313811,0.075302254,-0.444484711,-0.67179241,-0.217177012
MMP16,-0.237302343,-0.443209555,-0.031395131,-0.473670023,-0.732161187,-0.215178859,0.261761764,-0.018426642,0.541950169,0.179617737,-0.010780276,0.370015749
MMP19,-0.022695701,-0.27828505,0.232893647,-0.22306032,-0.538027857,0.091907216,0.23955555,-0.01098123,0.490092331,-0.113300831,-0.269129126,0.042527463
MMP2,-0.166304246,-0.396460938,0.063852445,0.269454382,0.064225871,0.474682893,0.278520323,0.010009495,0.54703115,-0.276914315,-0.434773621,-0.11905501
MMP24,0.510470154,0.245065843,0.775874464,0.168143011,-0.219771301,0.556057323,-0.013460922,-0.284418197,0.257496353,-0.46859686,-0.798337683,-0.138856037
MMP3,-0.12652473,-0.357508595,0.104459135,0.300026768,0.023801627,0.57625191,0.07776733,-0.193852713,0.349387373,-0.129646861,-0.273102778,0.013809055
MMP7,0.818091114,0.521457366,1.114724863,-0.498380144,-0.707027909,-0.289732379,-0.266881909,-0.455479128,-0.078284689,-0.108616435,-0.238982333,0.021749464
MMP8,0.449781093,0.15631629,0.743245895,0.239038201,-0.043064619,0.521141021,-0.432453513,-0.613006414,-0.251900612,-0.105971535,-0.324529804,0.112586735
MMP9,0.761950171,0.447649007,1.076251336,-0.150206427,-0.424161344,0.12374849,-0.329094651,-0.484743455,-0.173445846,-0.180977041,-0.319605857,-0.042348226
MMRN1,0.383836098,0.127176634,0.640495563,-0.476884067,-0.715862465,-0.237905669,0.150923448,-0.061020146,0.362867042,-0.194070011,-0.383297977,-0.004842045
MMRN2,0.35137118,0.122683935,0.580058424,-0.183888098,-0.494062646,0.12628645,0.08913585,-0.148069987,0.326341688,-0.257006192,-0.424199465,-0.089812919
MMS19,-0.463092997,-0.714331872,-0.211854123,0.72565838,0.498295199,0.953021561,0.01435945,-0.198185111,0.226904011,-0.029270582,-0.208834607,0.150293443
MMUT,-0.017909575,-0.23653843,0.20071928,0.124899375,-0.188140281,0.437939031,-0.385774181,-0.570747293,-0.20080107,0.320682751,0.103480244,0.537885258
MNAT1,0.085013016,-0.193391615,0.363417647,-0.336440166,-0.55596795,-0.116912382,-0.198395078,-0.389424963,-0.007365193,0.294588937,0.086165045,0.50301283
MNDA,0.72779175,0.419282652,1.036300848,-0.02788303,-0.257164068,0.201398009,-0.296054472,-0.458692956,-0.133415989,-0.248183428,-0.41033741,-0.086029446
MNS1,0.142697783,-0.304041418,0.589436984,-0.219028116,-0.696585052,0.25852882,-0.275417312,-0.56826298,0.017428357,0.279846967,-0.058274211,0.617968145
MNT,0.184874728,-0.003711827,0.373461283,-0.404213474,-0.87004635,0.061619402,0.009518171,-0.246190083,0.265226425,0.03222277,-0.133639783,0.198085323
MNX1,-0.038641846,-0.409931663,0.332647971,0.022443881,-0.438502008,0.483389769,-0.135341144,-0.653413738,0.38273145,0.131352715,-0.225836896,0.488542326
MOAP1,0.101437271,-0.175644388,0.37851893,-0.054385584,-0.357281819,0.248510651,0.277213361,-0.012449752,0.566876474,-0.351011263,-0.552876212,-0.149146314
MOB1A,0.390487431,0.156056928,0.624917933,-0.075705409,-0.343463758,0.192052939,-0.169779524,-0.370726232,0.031167183,-0.092307491,-0.311852119,0.127237138
MOB2,0.210113866,-0.019676815,0.439904546,-0.152651039,-0.574810231,0.269508154,-0.027206039,-0.16835131,0.113939233,-0.055187426,-0.272517609,0.162142756
MOB3A,0.356615507,0.117420568,0.595810445,-0.203746006,-0.439425084,0.031933071,0.092869772,-0.128610512,0.314350056,-0.254588825,-0.457815715,-0.051361935
MOB3B,0.297529595,0.107292556,0.487766634,-0.401081,-0.727582967,-0.074579033,0.105051133,-0.161058013,0.371160279,-0.093568504,-0.288589884,0.101452877
MOB3C,0.162654615,0.005836196,0.319473034,-0.602791346,-0.937268883,-0.268313809,0.312142062,0.069596052,0.554688071,-0.071689044,-0.293678281,0.150300192
MOB4,-0.304376625,-0.509377685,-0.099375564,0.107806016,-0.167027595,0.382639628,0.12528091,-0.05863157,0.309193389,0.054318589,-0.196823974,0.305461152
MOCOS,0.35608981,0.193732164,0.518447457,-0.872049599,-1.350510424,-0.393588774,-0.001238608,-0.182561872,0.180084655,0.1621031,-0.007947498,0.332153698
MOCS1,-0.037442881,-0.434035659,0.359149897,0.010491511,-0.188214783,0.209197806,0.176717733,-0.077440525,0.430875991,-0.223021822,-0.495123001,0.049079357
MOCS2,-0.433455904,-0.631125262,-0.235786546,-0.623646153,-0.879122343,-0.368169963,-0.041586806,-0.255971266,0.172797655,0.676769027,0.516997831,0.836540223
MOCS3,-0.945125686,-1.11142337,-0.778828002,0.357384368,-0.022959184,0.73772792,-0.016408447,-0.133052992,0.100236098,0.545876842,0.366361871,0.725391813
MOGS,0.681982737,0.425358008,0.938607467,0.05939303,-0.237005892,0.355791951,-0.287323601,-0.451365765,-0.123281437,-0.265831783,-0.454391392,-0.077272174
MON1A,0.246365287,-0.162534218,0.655264791,-0.108627903,-0.523584063,0.306328257,-0.155368023,-0.400922445,0.0901864,0.065798007,-0.149710427,0.281306441
MON1B,0.714622395,0.588651121,0.840593669,-0.205654776,-0.481328437,0.070018886,-0.469396585,-0.686929751,-0.251863418,0.016698985,-0.189167041,0.222565012
MON2,-0.431980721,-0.609616734,-0.254344708,0.49281632,0.153413964,0.832218675,0.077577401,-0.054393646,0.209548449,0.003232371,-0.255366171,0.261830913
MORC1,0.492948924,0.272390785,0.713507063,0.00979335,-0.417649615,0.437236315,-0.436747708,-0.631075903,-0.242419514,-0.008175398,-0.203643064,0.187292269
MORC2,0.702191769,0.490909063,0.913474475,0.356663813,0.04215362,0.671174006,-0.77769879,-0.91196676,-0.64343082,0.04031894,-0.1341852,0.21482308
MORC3,0.024816136,-0.233129835,0.282762107,0.219730859,-0.174371922,0.61383364,-0.078530706,-0.236958982,0.079897571,-0.053218939,-0.255727945,0.149290068
MORC4,0.177579914,-0.041067873,0.3962277,-0.550405562,-0.931130608,-0.169680516,-0.003777105,-0.200432792,0.192878583,0.19990796,-0.012819939,0.412635858
MORF4L1,0.226529623,-0.01871381,0.471773056,-0.122650215,-0.575770127,0.330469698,-0.015002069,-0.165927692,0.135923553,-0.094195127,-0.277983942,0.089593688
MORF4L2,-0.302163314,-0.445922718,-0.158403911,-0.510891278,-0.86280217,-0.158980386,-0.229304301,-0.42271154,-0.035897061,0.70181808,0.52328126,0.8803549
MOS,0.277490467,-0.283881395,0.838862329,-1.409764307,-1.884604674,-0.934923939,-0.302448384,-0.535724181,-0.069172588,0.615435347,0.341392628,0.889478067
MOSPD2,-0.08842327,-0.259769516,0.082922976,-0.137286983,-0.406952314,0.132378347,-0.082455668,-0.270013902,0.105102566,0.215595499,-0.058366495,0.489557493
