Gene,basal_avg,basal_down,basal_up,her2_avg,her2_down,her2_up,lumA_avg,lumA_down,lumA_up,lumB_avg,lumB_down,lumB_up
BEND3,0.538914058,0.357949737,0.719878379,0.592346958,0.333948131,0.850745786,-0.478527968,-0.632068085,-0.324987851,-0.205419355,-0.450140139,0.039301429
BEND5,0.380778615,0.114173904,0.647383326,-0.451355859,-0.792536819,-0.110174898,0.23915918,0.061745645,0.416572715,-0.287203096,-0.471999181,-0.102407011
BEST2,-0.059559648,-0.345336809,0.226217512,-0.16420147,-0.623551126,0.295148186,0.386048983,0.192983694,0.579114271,-0.249412389,-0.487786967,-0.01103781
BET1,0.023195377,-0.168348201,0.214738955,0.1179923,-0.260935363,0.496919963,0.132976687,-0.066883669,0.332837042,-0.197321505,-0.414822701,0.020179691
BET1L,-0.351571987,-0.535951959,-0.167192015,-0.111598247,-0.511383467,0.288186972,0.277190065,0.061824642,0.492555488,0.050738388,-0.135880672,0.237357449
BEX1,-0.02204403,-0.595001075,0.550913015,-0.345555354,-0.876271687,0.185160979,-0.081131026,-0.418067774,0.255805722,0.222179077,-0.040563106,0.48492126
BFSP1,0.203571416,-0.10688261,0.514025442,0.181109942,-0.075980807,0.438200691,-0.132601899,-0.417980848,0.15277705,-0.108983876,-0.301580318,0.083612565
BFSP2,0.517496224,0.089843115,0.945149333,-0.097834251,-0.505306131,0.309637629,-0.33250866,-0.893788888,0.228771568,-0.165687937,-0.397028314,0.065652441
BGN,-0.301459724,-0.523096031,-0.079823418,0.114016035,-0.141533776,0.369565846,0.294023124,0.03556742,0.552478828,-0.112685385,-0.280053934,0.054683164
BHLHE22,-0.242677882,-0.819876068,0.334520303,-0.172585604,-0.521667011,0.176495804,0.227827915,-0.046576628,0.502232458,0.030825949,-0.214678755,0.276330653
BHLHE40,-0.790739816,-1.021057836,-0.560421795,-0.159087493,-0.384956687,0.0667817,0.357464195,0.193045507,0.521882883,0.268451585,0.028695354,0.508207815
BHLHE41,-0.543017104,-0.788816068,-0.297218139,-0.150763954,-0.54021984,0.238691932,0.109769198,-0.073559375,0.293097771,0.354830541,0.125965226,0.583695856
BICC1,0.172423814,-0.044039349,0.388886978,0.15805935,-0.189166637,0.505285337,0.273918306,0.139896023,0.407940589,-0.480918248,-0.728535858,-0.233300638
BICD1,0.127496083,0.000494193,0.254497973,-0.277659385,-0.781492238,0.226173468,-0.086364915,-0.278972736,0.106242907,0.125974007,-0.054679384,0.306627397
BICD2,0.597024293,0.392982542,0.801066044,0.045259283,-0.255694959,0.346213524,-0.371481885,-0.567792655,-0.175171114,-0.114394389,-0.31796712,0.089178343
BICDL1,-0.278297765,-0.644691564,0.088096034,-0.207838808,-0.567413012,0.151735396,0.311894467,-0.06175701,0.685545944,0.134485282,-0.35599214,0.624962704
BICDL2,0.281389245,-0.001208853,0.563987342,-0.132328786,-0.540943379,0.276285807,0.088723432,-0.084192387,0.26163925,-0.24179588,-0.409591355,-0.074000405
BICRA,0.095434969,-0.152566818,0.343436756,-0.11116091,-0.369408594,0.147086773,-0.211697636,-0.463177242,0.039781969,0.206301467,-0.010877606,0.423480541
BICRAL,0.111922029,-0.227819451,0.451663508,-0.212354481,-0.504119398,0.079410436,0.174009416,-0.274562151,0.622580984,-0.089617672,-0.383283779,0.204048435
BID,0.594788411,0.419537119,0.770039702,0.611932623,0.281862225,0.94200302,-0.55011707,-0.738067851,-0.36216629,-0.224862094,-0.396758762,-0.052965425
BIN1,0.410301412,0.12465226,0.695950564,-0.087549266,-0.31678195,0.141683418,0.170670497,-0.059946101,0.401287094,-0.427510652,-0.56214547,-0.292875834
BIN2,0.435486888,0.156282095,0.714691682,0.156549732,-0.064005692,0.377105157,-0.31190972,-0.534347633,-0.089471807,-0.105976551,-0.273403017,0.061449916
BIN3,-0.639494902,-0.802670184,-0.47631962,0.071338073,-0.195811,0.338487145,0.505890347,0.273600143,0.738180552,-0.040859442,-0.225309418,0.143590533
BIRC2,-0.401850293,-0.648387915,-0.15531267,0.148901281,-0.180390356,0.478192918,0.259072785,0.067484148,0.450661423,-0.021341007,-0.215397418,0.172715405
BIRC3,-0.02648994,-0.246652922,0.193673042,-0.295052616,-0.702088336,0.111983104,0.035492989,-0.192371132,0.26335711,0.138027027,-0.016929681,0.292983735
BIRC5,0.537644716,0.366064928,0.709224505,0.074559406,-0.205435923,0.354554736,-0.80173634,-1.044507718,-0.558964962,0.247095721,0.045649895,0.448541547
BIRC6,0.210816135,-0.072966119,0.494598389,0.522431461,0.201683046,0.843179876,-0.34473118,-0.467289036,-0.222173323,-0.088960451,-0.298247611,0.120326709
BIVM-ERCC5,0.019755712,-0.223617643,0.263129068,-0.41606581,-0.808924659,-0.023206961,0.315598726,0.159458815,0.471738638,-0.109232658,-0.306611881,0.088146564
BLK,0.234561819,-0.078633399,0.547757036,0.31046246,0.023468724,0.597456196,0.145790143,-0.03644884,0.328029125,-0.505138059,-0.69639747,-0.313878649
BLM,0.064291735,-0.180719721,0.30930319,-0.100160281,-0.429340792,0.22902023,-0.10859726,-0.31118265,0.09398813,0.105933712,-0.097412888,0.309280311
BLMH,-0.179785772,-0.382523551,0.022952006,-0.0131048,-0.312568097,0.286358497,0.268612743,0.034688667,0.502536819,-0.116028816,-0.317157962,0.08510033
BLNK,-0.174783716,-0.391512258,0.041944826,-0.041536845,-0.367335137,0.284261446,0.197330165,-0.045477071,0.440137402,-0.037251866,-0.214206832,0.139703101
BLOC1S1,-0.117455156,-0.347846705,0.112936394,-0.130490369,-0.374982115,0.114001377,0.260223365,0.00131681,0.519129921,-0.096044174,-0.270068184,0.077979837
BLOC1S2,-0.067523192,-0.281454358,0.146407975,0.03895422,-0.183286641,0.261195082,0.069093866,-0.205409115,0.343596846,-0.035049671,-0.216170419,0.146071077
BLOC1S3,-0.104110706,-0.308859941,0.100638529,0.005543243,-0.231535244,0.24262173,0.185753784,-0.069478921,0.440986488,-0.102702635,-0.304809387,0.099404118
BLOC1S4,-0.360311618,-0.591378,-0.129245236,-0.134814314,-0.334991666,0.065363037,0.296135993,0.059711797,0.532560189,0.053843878,-0.147814384,0.255502139
BLOC1S5,0.11022298,-0.066430866,0.286876825,-0.623049656,-0.993155915,-0.252943397,0.127731498,-0.108676518,0.364139514,0.106448241,-0.061476654,0.274373136
BLOC1S6,-0.130171293,-0.280647204,0.020304619,-0.618158929,-1.017661012,-0.218656846,0.441859744,0.240213647,0.643505842,-0.016740988,-0.202470812,0.168988837
BLVRA,-1.165477755,-1.32090758,-1.01004793,-0.112463928,-0.2859545,0.061026644,0.562323833,0.396911707,0.727735959,0.391446607,0.219936283,0.562956931
BLVRB,-0.474644421,-0.725342847,-0.223945995,-0.204197834,-0.458119705,0.049724037,0.118809013,-0.068582338,0.306200365,0.344223595,0.13673378,0.55171341
BLZF1,-0.146006947,-0.298576623,0.006562729,0.400237115,-0.015561343,0.816035573,-0.327091872,-0.561714149,-0.092469595,0.257989462,0.061184811,0.454794113
BMF,-0.130257426,-0.285356862,0.024842011,-0.907138106,-1.540894904,-0.273381308,0.417736638,0.19242664,0.643046636,0.082976596,-0.088484191,0.254437382
BMP1,0.499566754,0.314152981,0.684980527,-0.244314513,-0.503612566,0.014983539,-0.194091924,-0.416843997,0.028660149,-0.066513048,-0.284861215,0.151835119
BMP15,0.059157687,-0.044166226,0.162481599,-0.034158793,-0.320423906,0.252106319,0.322705315,0.093628063,0.551782568,-0.336548129,-0.574186372,-0.098909886
BMP2K,0.058431965,-0.180693313,0.297557242,0.078032441,-0.238011243,0.394076126,0.022144585,-0.234568851,0.278858021,-0.104062088,-0.254941184,0.046817007
BMPR2,-0.297281539,-0.66926291,0.074699833,0.420578916,-0.510322382,1.351480214,0.199976596,0.003164885,0.396788307,-0.257663479,-0.448389547,-0.066937411
BMS1,0.202329095,-0.02173881,0.426397001,-0.040467997,-0.380267104,0.29933111,0.003604102,-0.221990749,0.229198953,-0.134966755,-0.322676933,0.052743424
BNIP1,-0.467978594,-0.762479199,-0.173477989,-0.001957232,-0.317947203,0.31403274,0.004660307,-0.203025063,0.212345676,0.300700119,0.087681056,0.513719181
BNIP2,0.381203061,0.18529307,0.577113053,-0.832106216,-1.203724866,-0.460487567,0.330411074,0.164362672,0.496459475,-0.186493133,-0.37106385,-0.001922416
BNIP3,0.106894884,-0.268027785,0.481817553,-0.319767496,-0.791178259,0.151643267,-0.465709885,-0.843663439,-0.08775633,0.468965935,0.081381866,0.856550005
BNIP3L,-0.486117823,-0.672288363,-0.299947284,-0.073574738,-0.414246508,0.267097032,0.464186915,0.115152903,0.813220926,-0.076707449,-0.31810597,0.164691072
BNIP5,0.216758958,-0.149616328,0.583134245,0.065151775,-0.139876896,0.270180447,-0.106354593,-0.473880343,0.261171156,-0.071641407,-0.32831938,0.185036566
BNIPL,-0.322544391,-0.584035203,-0.06105358,-0.633781955,-0.894045789,-0.373518121,0.111122821,-0.150977951,0.373223593,0.447111109,0.28683857,0.607383647
BOD1,-0.541982694,-0.754128683,-0.329836706,-0.463393794,-0.647158931,-0.279628657,0.41175952,0.218729053,0.604789987,0.243581045,0.023531168,0.463630921
BOD1L1,0.095435587,-0.025571084,0.216442259,-0.86902213,-1.296780957,-0.441263302,0.07199012,-0.12559605,0.269576291,0.293943842,0.117460901,0.470426783
BOK,0.323387678,0.050345073,0.596430283,-0.485238428,-1.00619736,0.035720505,0.145335416,-0.102928503,0.393599334,-0.195014946,-0.491469893,0.101440002
BOLA1,0.054473265,-0.154673666,0.263620197,0.064892318,-0.236441369,0.366226005,-0.012541649,-0.269144188,0.244060891,-0.061282028,-0.24243052,0.119866464
BOLA3,0.144726736,-0.028926055,0.318379528,-0.338517486,-0.636061016,-0.040973955,-0.324612571,-0.533902697,-0.115322445,0.371800738,0.152989537,0.590611939
BOP1,0.482231223,0.219782784,0.744679662,0.326219512,0.05966146,0.592777564,-0.648380865,-0.821238445,-0.475523286,0.096581823,-0.074035672,0.267199317
BORCS5,0.049668791,-0.166725508,0.266063089,-0.278670016,-0.499975717,-0.057364315,0.116958669,-0.158027533,0.391944871,-0.010001975,-0.183679734,0.163675783
BORCS6,0.045472664,-0.152183386,0.243128714,-0.542837424,-0.837655804,-0.248019043,0.074932471,-0.145191946,0.295056888,0.16550393,-0.046004292,0.377012151
BORCS7,-0.123884422,-0.370537591,0.122768747,0.012163892,-0.264043073,0.288370857,0.212774329,-0.014837683,0.440386341,-0.117077361,-0.309556359,0.075401636
BORCS8,0.233752706,-0.019771877,0.487277289,-0.383553545,-0.632705161,-0.134401928,0.117378064,-0.110232868,0.344988997,-0.096025069,-0.28463438,0.092584242
BPGM,0.552288076,0.299798876,0.804777276,-0.186645586,-0.423647153,0.050355982,-0.030702202,-0.222269623,0.160865218,-0.29147032,-0.497974994,-0.084965647
BPHL,0.2285277,-0.002127685,0.459183084,-0.443456006,-0.779579856,-0.107332157,-0.03086994,-0.220545715,0.158805836,0.079915921,-0.129151899,0.28898374
BPI,0.570264934,0.265957454,0.874572414,0.383655619,0.182533,0.584778237,-0.477843942,-0.641989992,-0.313697892,-0.161592732,-0.332862872,0.009677408
BPIFA3,-0.124760066,-0.291148714,0.041628582,0.388972979,0.152422291,0.625523667,-0.010247588,-0.312300265,0.29180509,-0.081494631,-0.256218941,0.093229679
BPIFB1,0.057944706,-0.24137285,0.357262263,-0.204247559,-0.536691945,0.128196827,0.133485537,-0.0674334,0.334404473,-0.06925839,-0.225552687,0.087035908
BPIFB2,-0.208140361,-0.541662776,0.125382055,-0.395879243,-0.964576047,0.172817562,0.22448135,-0.072099871,0.521062571,0.096235231,-0.184713568,0.37718403
BPNT1,-0.303177003,-0.540688445,-0.065665561,-0.119636475,-0.39142614,0.152153191,0.440506967,0.241231476,0.639782458,-0.134951521,-0.339816307,0.069913265
BPNT2,0.095774831,-0.106179664,0.297729326,0.635244355,0.230759084,1.039729625,-0.36264614,-0.563664368,-0.161627913,-0.041917416,-0.203444328,0.119609496
BPTF,0.014766687,-0.112172882,0.141706256,-0.6785507,-1.045842082,-0.311259318,0.032956787,-0.179708062,0.245621636,0.296616747,0.089357767,0.503875728
BRAF,-0.182120968,-0.383472743,0.019230806,-0.604021208,-0.83618964,-0.371852776,0.053507585,-0.115965576,0.222980747,0.387323228,0.138032367,0.636614088
BRAP,0.03621199,-0.121330716,0.193754697,-0.033994571,-0.474198425,0.406209283,-0.044240534,-0.267602538,0.179121471,0.032235471,-0.150706583,0.215177525
BRAT1,0.118734347,-0.108407705,0.345876399,-0.113915566,-0.455963793,0.228132661,-0.175336441,-0.395639919,0.044967038,0.135937778,-0.052739462,0.324615017
BRCA1,-0.162503787,-0.377434013,0.052426438,-0.399565879,-0.829776715,0.030644957,-0.047735802,-0.291309848,0.195838245,0.354079402,0.191873452,0.516285351
BRCA2,0.277826395,0.083469714,0.472183076,-0.557471569,-1.065558441,-0.049384696,-0.025063494,-0.31908736,0.268960373,0.239780463,-0.141949173,0.621510099
BRCC3,-0.332473605,-0.583070798,-0.081876412,-0.268165045,-0.503596662,-0.032733429,0.593647459,0.38216343,0.805131489,-0.185474422,-0.356002455,-0.014946389
BRD1,0.272595258,0.013477749,0.531712766,-0.026562031,-0.310828626,0.257704564,-0.349436472,-0.561818073,-0.137054871,0.143711191,-0.038437161,0.325859543
BRD2,0.300547217,0.125466264,0.475628169,-0.797834036,-1.178944133,-0.416723939,-0.054958999,-0.199642242,0.089724245,0.226175646,0.003812091,0.4485392
BRD3,-0.172093548,-0.323166214,-0.021020882,-0.488252453,-0.930906607,-0.045598298,0.350431826,0.177897196,0.522966456,0.037365887,-0.166034952,0.240766727
BRD4,0.626938893,0.471335993,0.782541792,-0.404557372,-0.882210831,0.073096087,0.031378008,-0.132245606,0.195001622,-0.297996075,-0.461378943,-0.134613206
BRD7,-0.486100021,-0.667884483,-0.304315558,-0.242897478,-0.661684572,0.175889616,-0.027467253,-0.253916672,0.198982166,0.512346538,0.40373541,0.620957667
BRD8,-0.249018578,-0.480243548,-0.017793607,-0.56588121,-0.840519977,-0.291242442,-0.105382304,-0.303663124,0.092898516,0.570695913,0.391330238,0.750061588
BRD9,0.085937934,-0.072812068,0.244687935,-0.604427342,-1.098703265,-0.110151418,-0.030669235,-0.212251947,0.150913478,0.26715157,0.107304708,0.426998432
BRDT,0.02523352,-0.292157795,0.342624835,-0.222071402,-0.55859818,0.114455375,-0.061632937,-0.294474247,0.171208372,0.15993211,0.00220738,0.31765684
BRF1,0.053695783,-0.146904216,0.254295781,-0.383107028,-0.879657803,0.113443747,-0.12951263,-0.342225563,0.083200303,0.336663394,0.139527635,0.533799153
BRI3BP,-0.162949158,-0.365425227,0.039526911,-0.158107858,-0.552432148,0.236216433,-0.015980498,-0.26351924,0.231558245,0.204463293,0.02348153,0.385445056
BRIP1,-0.176836606,-0.418856775,0.065183563,-1.180366505,-2.049938475,-0.310794535,-0.002968773,-0.241844469,0.235906924,0.512303344,0.278702875,0.745903812
BRIX1,0.352345369,0.09285981,0.611830929,0.333313807,0.03304042,0.633587193,-0.286444735,-0.481464634,-0.091424836,-0.156406393,-0.342945405,0.030132619
BRK1,0.443794564,0.157921544,0.729667585,-0.450830963,-0.683322176,-0.218339751,-0.081959897,-0.25109105,0.087171255,-0.02888554,-0.238374133,0.180603054
BRMS1,-0.110782808,-0.454983101,0.233417484,0.266375559,0.051553063,0.481198054,0.03660583,-0.163469953,0.236681613,-0.101332275,-0.296941128,0.094276578
BRMS1L,0.149921819,-0.04616707,0.346010707,-0.169256557,-0.330288522,-0.008224591,0.256822054,0.004860602,0.508783506,-0.27393422,-0.48937773,-0.058490711
BROX,-0.655076519,-0.833250506,-0.476902532,0.107938231,-0.186588891,0.402465353,0.258137308,0.030559316,0.4857153,0.189956687,0.002651521,0.377261854
BRPF1,0.223846373,0.104403607,0.343289138,-0.416811986,-0.844346537,0.010722566,-0.102630694,-0.32531616,0.120054772,0.138875629,-0.050147945,0.327899202
BRPF3,-0.221423823,-0.488667519,0.045819874,0.197032932,-0.053875934,0.447941798,-0.159726732,-0.379798437,0.060344974,0.220622852,0.033996085,0.407249619
BRSK1,-0.120395679,-0.316664483,0.075873125,-0.363548594,-0.761138636,0.034041448,0.230523192,-0.007044288,0.468090673,0.063246774,-0.212759528,0.339253076
BRSK2,-0.198511036,-0.398665351,0.00164328,-0.465111582,-0.861990069,-0.068233095,0.200341543,-0.054659823,0.455342909,0.198019588,-0.070755711,0.466794886
BRWD1,-0.215482635,-0.393782928,-0.037182342,0.360139831,0.052349873,0.66792979,-0.168212588,-0.388717663,0.052292487,0.134324948,-0.100676268,0.369326164
BRWD3,-0.177615863,-0.407504524,0.052272798,0.212775575,-0.120780801,0.546331951,0.104047303,-0.048187241,0.256281847,-0.094700419,-0.354098888,0.164698051
BSDC1,-0.566606212,-0.776017177,-0.357195247,-0.021275216,-0.336597461,0.294047029,-0.072567016,-0.241357918,0.096223886,0.505135657,0.296572796,0.713698519
BSG,0.911512922,0.677243651,1.145782192,-0.445394826,-0.752226009,-0.138563643,-0.147846098,-0.294549197,-0.001143,-0.319251434,-0.492686867,-0.145816
BSN,0.314759504,-0.027964678,0.657483687,-0.461143191,-0.734176452,-0.188109931,0.075450152,-0.123854238,0.274754542,0.017002703,-0.220033657,0.254039064
BSPRY,-0.627969452,-0.897304453,-0.358634452,-0.612499129,-0.807961381,-0.417036876,0.469032543,0.301436231,0.636628854,0.327737133,0.155851473,0.499622794
BST2,-0.1630813,-0.357716261,0.03155366,-0.545780591,-1.005868426,-0.085692757,0.334924437,0.119221435,0.550627439,0.074232019,-0.039638055,0.188102093
BTAF1,0.134178082,-0.002558884,0.270915047,0.554052634,0.2606546,0.847450667,-0.164388709,-0.429095512,0.100318095,-0.220120699,-0.404021658,-0.03621974
BTBD1,-0.053571665,-0.210679322,0.103535991,-0.501739048,-0.931507572,-0.071970523,0.294942233,0.139858498,0.450025968,0.020684559,-0.20436918,0.245738299
BTBD10,0.36096383,0.180421816,0.541505844,-0.589981065,-1.132813335,-0.047148796,0.241593916,0.011381135,0.471806696,-0.402947111,-0.836306645,0.030412424
BTBD11,-0.121351204,-0.348204253,0.105501846,-0.553452434,-0.923883515,-0.183021352,0.282444072,-0.039167244,0.604055389,0.094455172,-0.184407415,0.373317758
BTBD16,0.39755304,0.125279666,0.669826414,-0.425434285,-0.787162135,-0.063706435,-0.168332451,-0.545349827,0.208684926,0.26089209,0.002289195,0.519494986
BTBD2,-0.293688413,-0.490741338,-0.096635487,-0.59907026,-0.896498068,-0.301642452,0.356309948,0.160541645,0.552078251,0.176045168,-0.046697759,0.398788095
BTBD7,0.34570622,0.093020506,0.598391933,-0.548733224,-0.867448891,-0.230017556,0.05524332,-0.190125323,0.300611962,-0.029788353,-0.196937811,0.137361105
BTBD8,0.181545022,-0.092895429,0.455985472,-0.466448545,-0.90580218,-0.027094909,-0.033932363,-0.296084728,0.228220003,0.09477582,-0.0850513,0.27460294
BTBD9,0.704865711,0.508176189,0.901555233,0.049468878,-0.33610399,0.435041746,-0.133578486,-0.460558407,0.193401435,-0.35402205,-0.488556456,-0.219487644
BTD,-0.059381407,-0.288792018,0.170029205,0.045961927,-0.170718581,0.262642436,0.299927178,0.049294998,0.550559359,-0.265875121,-0.451687516,-0.080062726
BTF3,-0.875447847,-1.111167189,-0.639728504,0.358621849,0.103428496,0.613815202,0.100351612,-0.087214124,0.287917348,0.381104666,0.218786756,0.543422576
BTF3L4,0.049812896,-0.158760837,0.258386629,0.184756898,-0.088120528,0.457634324,-0.290700697,-0.502050384,-0.079351011,0.148850048,-0.077682705,0.3753828
BTK,0.222578535,-0.057319183,0.502476253,0.055348724,-0.181466546,0.292163994,-0.069520368,-0.279734601,0.140693865,-0.127984577,-0.326855629,0.070886475
BTN1A1,0.097169216,-0.287861471,0.482199902,-0.205246511,-0.498667635,0.088174614,0.171084763,-0.011090126,0.353259652,-0.141338419,-0.318746731,0.036069893
BTN2A1,0.051662067,-0.195269227,0.298593361,-0.293580429,-0.637582019,0.050421161,-0.272716108,-0.549276904,0.003844687,0.400610784,0.068825883,0.732395685
BTN3A1,0.118294879,-0.112522428,0.349112187,-0.475294731,-0.88023795,-0.070351512,0.091863261,-0.136002175,0.319728697,0.060890581,-0.070527498,0.192308659
BTN3A2,0.158746881,-0.043780974,0.361274735,-0.236097194,-0.617091143,0.144896756,-0.020647114,-0.312447833,0.271153605,0.033445527,-0.162345275,0.229236328
BTN3A3,0.116160749,-0.094017828,0.326339326,0.178820546,-0.082679911,0.440321003,-0.061372315,-0.312080396,0.189335767,-0.1177157,-0.315556182,0.080124783
BTRC,0.040440224,-0.171735058,0.252615506,0.034329031,-0.137740758,0.20639882,0.089340166,-0.198751694,0.377432027,-0.133522914,-0.322104454,0.055058626
BUB1,0.030487173,-0.408509144,0.46948349,-0.099481159,-0.29313323,0.094170912,-0.515423368,-0.743086848,-0.287759889,0.679190107,0.2009408,1.157439415
BUB1B,0.653093785,0.447754248,0.858433322,-0.350296647,-0.562604141,-0.137989152,-0.326336652,-0.556884664,-0.09578864,0.137769875,-0.102107066,0.377646817
BUB3,-0.348196783,-0.567748127,-0.128645439,-0.24807231,-0.587926413,0.091781794,0.210815151,-0.001409925,0.423040227,0.183152556,-0.004634795,0.370939907
BUD13,0.59583846,0.372096122,0.819580797,-0.496338283,-0.88901646,-0.103660107,-0.255339933,-0.43032668,-0.080353187,0.045991066,-0.118505747,0.210487879
BUD23,0.288742796,-0.009372021,0.586857614,-0.170940225,-0.370621378,0.028740929,-0.008529641,-0.224885561,0.207826279,-0.122912746,-0.306675984,0.060850492
BUD31,0.201398967,-0.056105188,0.458903121,0.080918185,-0.205822033,0.367658403,0.003800818,-0.181795464,0.189397099,-0.195150768,-0.415097683,0.024796148
BYSL,0.201676995,-0.026573334,0.429927325,-0.227043623,-0.442805355,-0.011281892,-0.249476074,-0.480738375,-0.018213773,0.201345303,-0.007584703,0.41027531
BZW1,-0.255162639,-0.432579128,-0.077746149,0.270117497,-0.034440933,0.574675927,0.106393603,-0.119045227,0.331832432,-0.045647306,-0.267015963,0.175721352
BZW2,0.047531598,-0.215792126,0.310855321,0.318553147,0.033854363,0.603251931,-0.208278277,-0.397306133,-0.019250422,0.004674744,-0.207056839,0.216406327
C10ORF12,-0.368195287,-0.929672041,0.193281468,-0.140862986,-0.470688687,0.188962714,0.246923477,0.093093928,0.400753026,0.188862472,-0.018473593,0.396198537
C10orf67,0.110218352,-0.286116713,0.506553417,-0.310824451,-0.705400291,0.083751389,-0.029552586,-0.265039986,0.205934814,0.135105132,-0.102248517,0.372458782
C10orf88,-0.116241762,-0.345375144,0.112891619,0.56071917,0.296310237,0.825128103,-0.290355458,-0.577292845,-0.003418072,0.013410814,-0.364257132,0.39107876
C10orf90,0.451720504,0.06026767,0.843173338,0.206066411,-0.274346841,0.686479663,-0.469760217,-0.670266976,-0.269253458,0.101360942,-0.149686416,0.3524083
C11orf52,-0.080932491,-0.327738376,0.165873393,-0.509697975,-0.900894285,-0.118501666,0.226629475,-0.003415921,0.45667487,0.12383369,-0.073774263,0.321441642
C11orf54,-0.185735512,-0.426205437,0.054734412,-0.155029975,-0.448252429,0.13819248,0.234700428,0.055850402,0.413550455,-0.008104622,-0.239642304,0.223433059
C11orf58,-0.59928027,-0.739948798,-0.458611741,-0.592534373,-0.799524388,-0.385544359,0.273640834,0.097508676,0.449772991,0.483488257,0.244294467,0.722682046
C11orf68,0.076125228,-0.153324608,0.305575064,-0.000835813,-0.257698424,0.256026799,0.112731593,-0.144854357,0.370317543,-0.164710458,-0.343067056,0.013646139
C11orf96,0.183149656,-0.127044157,0.493343468,0.144905573,-0.118876089,0.408687235,-0.046808307,-0.267064882,0.173448269,-0.164957068,-0.314019275,-0.015894861
C12orf29,-0.54378583,-0.701150776,-0.386420884,0.041438966,-0.326979044,0.409856976,-0.004614049,-0.143673901,0.134445802,0.391541687,0.148159036,0.634924338
C12orf4,-0.328557473,-0.54616078,-0.110954166,0.116937146,-0.095557021,0.329431313,0.257798961,0.077090472,0.438507449,-0.059107806,-0.31557098,0.197355369
C12orf43,0.155349482,-0.105702372,0.416401335,-0.711982344,-0.90823053,-0.515734159,-0.174354113,-0.359950093,0.011241868,0.406568419,0.20490165,0.608235187
C12orf57,-0.610582984,-0.791368208,-0.42979776,0.325919381,0.072509836,0.579328927,0.045291568,-0.171253394,0.261836529,0.251573129,0.037724133,0.465422124
C12orf73,-0.234100974,-0.45943837,-0.008763579,-0.327027723,-0.835694643,0.181639198,0.014062451,-0.40995917,0.438084072,0.415170775,0.057514943,0.772826606
C12orf75,-0.419284278,-0.659090561,-0.179477995,-0.17084447,-0.562997257,0.221308317,0.134193571,-0.167376422,0.435763565,0.168038559,-0.125109832,0.46118695
C14orf119,-0.049794172,-0.286025031,0.186436687,0.469453602,0.175681444,0.76322576,-0.118349341,-0.316943869,0.080245187,-0.072348218,-0.3003826,0.155686163
C15orf39,0.204981209,-0.037232339,0.447194756,0.172450943,-0.187916837,0.532818722,-0.299655405,-0.592721765,-0.006589044,0.039549793,-0.163386161,0.242485747
C15orf40,-0.313100844,-0.552778096,-0.073423592,-0.145011016,-0.37373668,0.083714647,0.043896307,-0.123884972,0.211677586,0.265263848,0.01518429,0.515343406
C15orf48,-0.253597636,-0.46669104,-0.040504233,0.038267896,-0.158162844,0.234698636,0.100192964,-0.131386789,0.331772718,0.075046022,-0.155478261,0.305570305
C16orf87,-0.141143625,-0.670138067,0.387850818,0.27096525,0.132373957,0.409556543,0.100713283,-0.043449705,0.244876271,-0.160307472,-0.723618879,0.403003936
C16orf89,0.20037133,-0.058429977,0.459172637,0.143502875,-0.195016936,0.482022685,-0.133923267,-0.370796555,0.102950021,-0.105512992,-0.453109784,0.242083799
C16orf96,0.024602877,-0.228815727,0.278021481,-0.266076117,-0.61795438,0.085802146,0.270400882,-0.050556438,0.591358203,-0.122285169,-0.336319964,0.091749625
C17orf49,-0.352606397,-0.618411552,-0.086801242,0.18101388,-0.015656205,0.377683965,-0.053835984,-0.272906503,0.165234536,0.225540676,0.025576153,0.425505198
C17orf75,-0.57976501,-0.709006043,-0.450523978,-0.713949148,-0.983209162,-0.444689134,0.135491368,-0.009606739,0.280589475,0.661952437,0.434489754,0.889415121
C17orf80,0.035383004,-0.256971641,0.32773765,-0.383898905,-0.719763563,-0.048034247,-0.26250914,-0.480762641,-0.044255638,0.400098412,0.192421124,0.6077757
C17orf97,0.030482012,-0.277033152,0.337997176,-0.571939597,-0.96992535,-0.173953845,0.061804988,-0.174475101,0.298085076,0.205536914,-0.003152049,0.414225878
C18orf21,-0.272334764,-0.512212828,-0.0324567,-1.385819945,-2.273106624,-0.498533265,0.244886876,-0.151599401,0.641373153,0.350892845,0.175955741,0.52582995
C18orf25,-0.060559341,-0.298209641,0.177090958,-0.666315306,-0.968748305,-0.363882307,-0.198455142,-0.373282075,-0.023628208,0.568763336,0.387606756,0.749919916
C18orf32,-0.052837988,-0.261666084,0.155990108,-0.407856763,-0.75456218,-0.061151345,-0.039156087,-0.272785429,0.194473255,0.297649315,0.107314678,0.487983951
C18orf63,-0.046035726,-0.436167395,0.344095943,0.072071276,-0.212760441,0.356902994,-0.092445373,-0.327061223,0.142170476,0.084747699,-0.236049455,0.405544854
C19orf12,0.411660144,0.077882543,0.745437745,-0.335828551,-0.457010223,-0.21464688,-0.102378305,-0.376255919,0.171499308,-0.11309405,-0.396983677,0.170795576
C19orf25,-0.329894409,-0.587321213,-0.072467606,-0.352243638,-0.642650584,-0.061836691,0.446345494,0.27931266,0.613378327,-0.004205139,-0.210279663,0.201869385
C19orf33,-0.504828882,-0.712009403,-0.29764836,-0.251064405,-0.56221949,0.060090681,0.294263993,0.110584415,0.477943572,0.22215087,0.007243863,0.437057877
