Gene,basal_avg,basal_down,basal_up,her2_avg,her2_down,her2_up,lumA_avg,lumA_down,lumA_up,lumB_avg,lumB_down,lumB_up,norm_avg,norm_down,norm_up
ERMARD,0,0,0,0.937094552,-0.152773158,2.026962262,0,0,0,-0.154513024,-0.881192652,0.572166605,-0.782581528,-1.498433195,-0.066729862
ERMN,1.182936662,0.087168817,2.278704507,0.282300006,-0.416192542,0.980792553,-1.008387163,-1.32314918,-0.693625145,0.371882447,-0.693807342,1.437572236,-0.602484258,-0.98095551,-0.224013006
ERMP1,-0.103425634,-1.484369325,1.277518058,0.395322043,-0.683423648,1.474067733,-0.263920575,-1.037717005,0.509875856,0.060465505,-1.063301928,1.184232938,-0.088441339,-0.731532431,0.554649752
ERN1,0.434794841,-0.171346683,1.040936365,-0.723710042,-1.306544569,-0.140875514,0.169063995,-1.100707201,1.438835191,-0.537884117,-1.408643095,0.332874862,0.657735322,-0.291538467,1.607009111
ERN2,0,0,0,0.571726423,-1.168734869,2.312187715,0,0,0,-0.528888607,-0.741974284,-0.315802931,-0.042837816,-0.758899947,0.673224316
ERO1L,0.43727285,-0.98632729,1.860872991,0.75102269,-0.044248515,1.546293895,-0.95302556,-1.251588403,-0.654462717,-0.184470807,-0.959862728,0.590921113,-0.050799173,-0.653219102,0.551620757
ERO1LB,-0.256472425,-1.010444576,0.497499726,0.401943739,-0.611693075,1.415580552,-0.880921468,-1.434765194,-0.327077741,0.196181386,-0.803921546,1.196284318,0.539268768,-0.566569389,1.645106925
ERP27,-0.158047503,-0.579997252,0.263902247,-0.140832332,-1.311501178,1.029836513,0.881810404,-0.365927535,2.129548344,-0.12465944,-0.955574201,0.706255322,-0.993462232,-1.169272942,-0.817651522
ERP29,0.873861155,-0.127301819,1.87502413,0.221048557,-0.924602252,1.366699366,-0.702726291,-1.093687061,-0.311765521,-0.120142875,-1.143204918,0.902919168,-0.272040547,-1.007938102,0.463857009
ERP44,1.154294548,0.07651751,2.232071586,0.148687585,-0.578678798,0.876053968,-0.951069023,-1.448356662,-0.453781385,-0.444682692,-1.240648946,0.351283562,0.092769582,-0.436304432,0.621843597
ERRFI1,0,0,0,-0.156458349,-0.877967573,0.565050875,0,0,0,0.448782691,-0.835917653,1.733483034,-0.292324342,-1.216290519,0.631641836
ERV3-1,0,0,0,0.512593131,-0.279165739,1.304352,0,0,0,-0.385564472,-1.028590535,0.257461591,-0.127028659,-1.488514583,1.234457265
ERVMER34-1,0.558874082,-0.903146274,2.020894437,-0.556074396,-1.071705578,-0.040443214,-0.101995569,-1.147041784,0.943050647,0.162517975,-1.138741698,1.463777648,-0.004174935,-0.597581501,0.589231631
ESAM,0.006642512,-1.319836161,1.333121185,-0.377522413,-1.211942918,0.456898092,0.343973486,-0.683527,1.371473973,-0.384902542,-1.095737835,0.325932752,0.411808956,-0.566558738,1.39017665
ESCO1,-0.01201639,-1.75269826,1.728665481,-0.04382008,-0.951400734,0.863760573,-0.110770418,-1.14206071,0.920519874,0.27710934,-0.325516601,0.879735281,-0.110502452,-0.588366818,0.367361915
ESCO2,0.575047885,-0.468757682,1.618853452,0.107597279,-0.826778453,1.041973011,-0.845624684,-1.562626095,-0.128623274,0.659551444,-0.198020411,1.517123299,-0.496571924,-1.172290075,0.179146227
ESD,-1.07614193,-1.935237421,-0.217046439,-0.066305738,-1.094269734,0.961658257,0.667514013,-0.018714263,1.353742288,0.17190781,-0.704795219,1.04861084,0.303025846,-0.500167136,1.106218827
ESF1,0.963161429,-0.472268109,2.398590967,0.271888164,-0.493209432,1.036985761,-0.715484659,-1.395959256,-0.035010061,-0.065740549,-0.587426066,0.455944968,-0.453824386,-1.00581304,0.098164269
ESM1,0.328515323,-0.63754579,1.294576435,0.320170731,-0.589538184,1.229879646,-0.699202263,-1.503351278,0.104946752,0.220028922,-0.814428479,1.254486323,-0.411951604,-1.51675788,0.692854672
ESPL1,0.354712083,-0.470020101,1.179444267,0.35121726,-0.25785289,0.96028741,-0.664867907,-2.112191763,0.782455949,0.472151265,-0.429639371,1.373941902,-0.513212701,-1.097291309,0.070865906
ESPN,-0.534124483,-1.920401705,0.852152739,0.229246714,-0.618506735,1.077000163,0.260722513,-0.919620117,1.441065143,0.203938111,-0.395747909,0.803624132,-0.159782856,-0.996239294,0.676673582
ESR1,-1.358496135,-1.838360296,-0.878631974,-0.409849466,-0.847233399,0.027534468,0.917930562,0.359571,1.476290125,0.820524894,0.063541283,1.577508505,0.029890145,-0.559276045,0.619056334
ESRP1,0.787573956,-0.803162113,2.378310024,0.273543017,-0.469876398,1.016962432,-0.717884575,-1.428404293,-0.007364857,0.108942243,-0.415439038,0.633323523,-0.45217464,-0.848327199,-0.056022081
ESRP2,-0.284156064,-1.221909136,0.653597008,0.610973535,-0.502314469,1.724261539,-0.111110913,-1.327314789,1.105092962,0.142899479,-0.952283206,1.238082164,-0.358606036,-0.726450857,0.009238785
ESRRA,1.156394583,-0.213250461,2.526039626,-0.219859118,-0.757588461,0.317870226,-0.276173647,-1.30081126,0.748463966,-0.36400526,-0.980656285,0.252645765,-0.296356558,-0.666924131,0.074211015
ESRRB,0.712494162,-0.276027255,1.701015578,-0.109183773,-1.491357669,1.272990123,-0.412613157,-1.642644159,0.817417846,0.152816533,-0.377122846,0.682755912,-0.362302457,-1.184216107,0.459611193
ESRRG,0,0,0,-0.131581033,-0.400670339,0.137508273,0,0,0,0.23202949,-1.482004963,1.946063944,-0.100448457,-0.802009191,0.601112276
ESYT1,0.188116896,-0.822694217,1.19892801,0.543232798,-0.644693114,1.73115871,-0.65188223,-1.360747523,0.056983063,-0.271039843,-1.107937842,0.565858157,0.191572379,-0.816098919,1.199243676
ESYT2,0.995007262,-0.20393664,2.193951165,0.122438887,-0.408864292,0.653742066,-0.351430237,-1.156226697,0.453366222,-0.572184325,-1.700916569,0.55654792,-0.193831587,-0.744585305,0.356922131
ETAA1,0.533406785,-0.851478481,1.918292051,-0.525069887,-1.686861254,0.636721479,-0.036308335,-0.930866049,0.858249379,0.163349249,-0.248577924,0.575276421,-0.383927037,-0.910500993,0.14264692
ETF1,-0.616531113,-1.795554815,0.562492589,0.639325862,-0.430656929,1.709308654,-0.227139824,-0.83183556,0.377555911,0.669247634,-0.010513711,1.349008979,-0.464902559,-1.219741369,0.289936251
ETFA,0.147820207,-0.912520276,1.20816069,0.555576753,-0.197673832,1.308827338,-0.613570663,-1.802270211,0.575128886,0.052143337,-0.792136281,0.896422955,-0.141969634,-1.135138739,0.851199471
ETFB,0.371818022,-0.679722699,1.423358743,0.529909141,-0.25926421,1.319082493,-0.436305386,-1.602142454,0.729531682,-0.149204124,-0.896653272,0.598245024,-0.316217653,-1.391151258,0.758715952
ETFDH,-0.690169532,-2.165419094,0.78508003,0.213842658,-0.840293479,1.267978796,0.509278065,-0.055384336,1.073940466,0.050911648,-0.528472433,0.630295728,-0.083862839,-0.974353118,0.80662744
ETHE1,-0.725674014,-1.852932878,0.401584849,0.234241135,-0.63742374,1.10590601,0.116910745,-0.852746311,1.086567801,0.340718299,-0.974935565,1.656372162,0.033803836,-0.315323659,0.38293133
ETNK1,0.154323382,-0.562299746,0.87094651,0.163787758,-0.924309277,1.251884792,-0.625476576,-1.61363555,0.362682397,-0.013410608,-0.900143638,0.873322422,0.320776044,-0.924890359,1.566442448
ETNK2,-0.601676669,-1.794165568,0.590812229,0.398526822,-0.638484537,1.43553818,0.184850332,-1.015741677,1.385442341,0.271223574,-0.55361987,1.096067017,-0.252924058,-0.729034641,0.223186525
ETS1,0.959766895,-0.093683604,2.013217394,-0.099774586,-0.374709263,0.175160092,-0.7399506,-1.555819137,0.075917937,-0.005810736,-1.407344874,1.395723403,-0.114230974,-0.47690455,0.248442603
ETS2,0,0,0,-0.107424262,-1.144555431,0.929706908,0,0,0,-0.296533824,-1.438401895,0.845334246,0.403958086,-0.432707933,1.240624105
ETV2,0,0,0,0.750735198,-0.949756816,2.451227212,0,0,0,-0.12579627,-0.264927489,0.013334949,-0.624938928,-0.991004988,-0.258872868
ETV3,0.091261732,-1.171622795,1.354146258,0.235392429,-1.175888248,1.646673106,-0.11841257,-0.955554315,0.718729175,0.243891284,-0.327824884,0.815607451,-0.452132875,-1.243567362,0.339301613
ETV6,0.211759614,-1.497001298,1.920520525,-0.481486626,-1.151773542,0.188800291,0.455785261,-0.204029797,1.11560032,-0.360695625,-1.05340137,0.33201012,0.174637376,-0.609592675,0.958867427
ETV7,0,0,0,0.10543788,-1.21112142,1.42199718,0,0,0,-0.037058818,-1.467501591,1.393383954,-0.068379062,-0.90189918,0.765141056
EVA1A,0.721006134,-0.428459796,1.870472064,-0.272815334,-1.221056783,0.675426114,-0.261910584,-0.961073265,0.437252097,-0.434787158,-1.58882397,0.719249653,0.248506943,-0.497185479,0.994199364
EVA1B,0.040316323,-1.300975706,1.381608352,-0.805498323,-1.234486093,-0.376510552,1.147963411,0.578533238,1.717393584,-0.063230152,-1.272234288,1.145773983,-0.114785249,-0.659870113,0.430299615
EVA1C,0,0,0,-0.540977021,-1.274577105,0.192623062,0,0,0,-0.632431037,-0.944122945,-0.320739128,1.173408058,0.531942164,1.814873953
EVC,-0.617382901,-2.047865107,0.813099306,0.189199339,-0.626564366,1.004963044,0.404946565,-0.20879114,1.01868427,-0.188103631,-1.455270656,1.079063395,0.211340628,-0.221386712,0.644067967
EVC2,0.180329436,-0.612466561,0.973125433,-0.068832551,-1.365483079,1.227817978,0.320182704,-0.600108467,1.240473875,-0.351455128,-1.759520218,1.056609962,-0.080224462,-0.50700571,0.346556786
EVI2B,0.393779341,-1.037307213,1.824865895,0.191502685,-0.37489521,0.757900581,-0.775924254,-1.377109319,-0.17473919,0.177252381,-0.966030403,1.320535165,0.013389847,-0.798459987,0.825239681
EVI5,0.078239021,-1.152568489,1.30904653,-0.326377396,-1.050616237,0.397861445,0.436659144,-0.728269175,1.601587464,-0.010417192,-1.195696604,1.17486222,-0.178103577,-0.846391331,0.490184177
EVI5L,-1.133215256,-2.087105912,-0.179324601,0.18879164,-0.930376233,1.307959513,0.354906641,-0.459462653,1.169275935,0.454576392,-0.16616035,1.075313133,0.134940583,-0.596215795,0.866096961
EVL,-0.817785778,-1.758855882,0.123284326,-0.592257863,-1.127697267,-0.056818458,0.7271702,-0.076689552,1.531029952,0.80478557,-0.182070327,1.791641467,-0.121912129,-0.709617051,0.465792794
EVPL,-0.576949765,-1.83325391,0.67935438,0.312499065,-0.775784077,1.400782206,0.411667308,-0.265490772,1.088825387,0.376940188,-0.660229433,1.41410981,-0.524156796,-0.953286467,-0.095027125
EWSR1,-0.508556182,-1.994672888,0.977560525,-0.102189523,-1.0198291,0.815450054,0.373712722,-0.242508015,0.989933459,0.566269909,-0.378387744,1.510927562,-0.329236927,-0.929047589,0.270573736
EXD2,-0.268792843,-1.961550197,1.423964511,0.101587473,-0.659128195,0.862303141,0.175184872,-0.547708135,0.898077879,0.356508843,-0.463343294,1.17636098,-0.364488344,-1.117011782,0.388035094
EXD3,1.208452996,0.532800572,1.884105419,-0.753847338,-1.364566849,-0.143127827,0.80911526,0.621316787,0.996913733,0.058881877,-0.548235092,0.665998846,-0.336004097,-1.563465286,0.891457093
EXO1,1.029640768,0.243506267,1.815775269,0.324662555,-0.843077655,1.492402765,-1.368124521,-1.886825527,-0.849423514,0.240436455,-0.410358318,0.891231228,-0.529066317,-0.982884927,-0.075247707
EXO5,0,0,0,-0.762150994,-1.068285336,-0.456016651,0,0,0,0.96550447,0.197441618,1.733567322,-0.203353476,-1.421845469,1.015138517
EXOC1,-0.832796263,-1.592931116,-0.07266141,-0.048122184,-0.890852041,0.794607674,0.72585405,-0.158066351,1.609774452,0.499606533,-0.761471973,1.760685039,-0.344542137,-0.76339892,0.074314646
EXOC2,-0.850809619,-1.71821889,0.016599651,0.061139391,-0.733855797,0.856134578,0.523153929,-0.353157621,1.399465478,0.614652777,-0.604552765,1.833858318,-0.348136477,-0.89435974,0.198086786
EXOC3,-0.684269166,-1.379873221,0.01133489,-0.039902862,-0.750410425,0.670604701,0.378143654,-1.035182951,1.79147026,0.548577245,-0.609494046,1.706648536,-0.202548872,-0.675385075,0.270287331
EXOC3L2,0.164750105,-0.639264426,0.968764636,-0.272578846,-1.132134591,0.586976899,0.139108743,-1.082782609,1.361000096,-0.534299516,-1.227824063,0.159225032,0.503019513,-0.731492496,1.737531523
EXOC3L4,0.921823039,0.019457892,1.824188186,-0.544399333,-1.545428289,0.456629624,0.047099033,-0.307274701,0.401472767,-0.379294307,-1.884193786,1.125605171,-0.675476802,-1.340860342,-0.010093263
EXOC4,-0.332178491,-1.648027362,0.983670379,-0.230782809,-1.06704552,0.605479902,0.603365485,-0.014405357,1.221136327,0.404584709,-0.867330083,1.676499501,-0.444988894,-0.885751504,-0.004226284
EXOC5,-0.730482237,-1.770167362,0.309202888,0.017393008,-0.480519551,0.515305567,0.368428197,-0.751376383,1.488232777,0.578824792,-0.604322759,1.761972344,-0.23416376,-0.905268014,0.436940494
EXOC6,-1.083879197,-2.043504076,-0.124254317,-0.030992711,-0.577201733,0.515216312,0.952236101,0.492104897,1.412367304,0.592622216,-0.350460019,1.535704451,-0.429986409,-1.028925976,0.168953157
EXOC6B,-0.115129849,-1.397651334,1.167391637,0.238734654,-0.783189376,1.260658683,-0.130390053,-0.953326725,0.692546619,-0.125862429,-1.493509417,1.24178456,0.132647677,-0.369700308,0.634995661
EXOC7,-0.740239659,-1.706184279,0.225704961,0.113759925,-0.656286004,0.883805854,0.632663859,-0.07035734,1.335685058,0.529940767,-0.692729613,1.752611147,-0.536124892,-1.159994673,0.087744888
EXOC8,-0.842522668,-1.735291752,0.050246416,-0.184073607,-0.720889942,0.352742727,0.756776681,0.177864988,1.335688375,0.709576983,-0.514842171,1.933996136,-0.439757389,-1.103429346,0.223914567
EXOG,0.286220706,-0.942455588,1.514897001,-0.940008783,-1.702957999,-0.177059566,0.380864759,-0.550686872,1.312416391,0.287821408,-0.421355337,0.996998153,-0.014898091,-0.920257461,0.890461278
EXOSC1,0.312700696,-1.2761673,1.901568692,-0.022410504,-0.938651107,0.893830099,-0.281959365,-1.02289905,0.458980319,0.588726067,-0.133562683,1.311014817,-0.597056894,-1.043533204,-0.150580583
EXOSC10,0.591747797,-0.758820772,1.942316366,-0.415502069,-1.363432038,0.532427901,0.186185861,-0.722997702,1.095369424,0.381230403,-0.163140089,0.925600894,-0.743661992,-1.349150766,-0.138173219
EXOSC2,0.793986444,-0.316333386,1.904306274,-0.279097496,-1.357751426,0.799556433,0.131681339,-0.765350702,1.02871338,0.280819995,-0.31234905,0.87398904,-0.927390281,-1.374096902,-0.480683661
EXOSC3,0.233367565,-1.02894061,1.49567574,0.223906244,-0.687705864,1.135518353,-0.459443222,-1.590752478,0.671866035,0.613171252,-0.007492171,1.233834676,-0.61100184,-1.191820133,-0.030183547
EXOSC4,0.437364655,-0.712191584,1.586920893,-0.153013291,-1.711977328,1.405950746,-0.105199999,-0.824741804,0.614341806,0.434204527,0.006747626,0.861661429,-0.613355892,-1.145682327,-0.081029457
EXOSC5,0.59487036,-1.004878547,2.194619267,-0.184998891,-1.196314622,0.826316841,-0.09729199,-0.805326472,0.610742491,0.237314159,-0.431610778,0.906239096,-0.549893638,-1.043326184,-0.056461093
EXOSC6,0.643957101,-0.965206303,2.253120504,-0.151322091,-0.906768014,0.604123832,-0.50258756,-1.368168725,0.362993606,0.329513781,-0.281716789,0.94074435,-0.319561231,-0.892780154,0.253657693
EXOSC7,0.540744228,-0.813035818,1.894524273,-0.002833486,-0.882411702,0.87674473,-0.436197597,-1.200883172,0.328487978,0.624757023,-0.019362288,1.268876334,-0.726470167,-1.392151762,-0.060788573
EXOSC8,0.439805186,-0.998803606,1.878413978,-0.115226832,-1.323791585,1.093337922,-0.15550559,-1.0282347,0.71722352,0.445547646,-0.053526172,0.944621464,-0.614620411,-1.034133928,-0.195106893
EXOSC9,0.499381296,-0.846379905,1.845142498,-0.212976921,-1.224456631,0.798502789,-0.35405136,-1.308160127,0.600057408,0.703095307,0.152141429,1.254049184,-0.635448323,-0.941964596,-0.32893205
EXPH5,0.27989468,-1.081438857,1.641228217,0.109870828,-0.862599998,1.082341654,-0.3332936,-1.597986658,0.931399458,0.315902765,-0.472141908,1.103947438,-0.372374673,-0.705029916,-0.03971943
EXT1,0.903686932,-0.753438407,2.560812272,-0.055159208,-0.446230344,0.335911928,-0.457290314,-1.411021342,0.496440714,-0.109642955,-0.71173316,0.492447249,-0.281594456,-0.721757975,0.158569063
EXT2,1.246774459,-0.06219445,2.555743368,-0.002644083,-0.756788868,0.751500702,-0.468032621,-1.088759775,0.152694533,-0.286105428,-0.88160518,0.309394324,-0.489992326,-0.985527291,0.005542639
EXTL2,0.770057333,-0.122503846,1.662618512,-0.348505296,-1.302309891,0.605299299,-0.546578693,-1.57274796,0.479590573,-0.300362911,-1.052507272,0.45178145,0.463982441,-0.645524039,1.573488921
EXTL3,1.035131737,-0.405323448,2.475586922,-0.241337155,-1.173426933,0.690752622,-0.485281905,-1.190148241,0.219584432,-0.084061921,-0.658114334,0.489990491,-0.224450756,-0.728836341,0.279934829
EYA2,-0.268663023,-0.912650269,0.375324222,0.680143755,-0.70604558,2.066333089,-0.352535009,-1.012026059,0.30695604,-0.231879211,-1.311723194,0.847964772,-0.142325082,-0.717657924,0.43300776
EYA3,0.191383172,-0.92765476,1.310421104,-0.485873254,-1.819678625,0.847932116,0.029712035,-0.658409381,0.71783345,0.490344811,-0.417303857,1.397993479,-0.225566763,-1.038503365,0.58736984
EZH1,-0.480539101,-1.310413364,0.349335162,-0.553077026,-1.266296816,0.160142764,0.17683727,-0.591569692,0.945244231,0.989523788,-0.264925903,2.243973478,-0.13274493,-0.842014426,0.576524566
EZH2,1.205636071,0.459487125,1.951785016,0.20403719,-0.640336005,1.048410385,-1.081313022,-1.592578055,-0.570047988,0.261665833,-0.377737093,0.90106876,-0.590026072,-1.0579065,-0.122145644
EZR,-0.56929054,-1.702022905,0.563441825,0.714081674,-0.068536654,1.496700002,0.059893806,-0.669973715,0.789761327,0.40741616,-0.783581621,1.598413941,-0.6121011,-1.089296455,-0.134905745
F10,0.367472465,-1.011348595,1.746293526,-0.132965616,-0.900131153,0.634199921,-0.666099108,-1.109880054,-0.222318163,-0.632279096,-1.146508683,-0.118049508,1.063871354,0.534784835,1.592957874
F11,0.202224349,-0.958719884,1.363168583,0.031972059,-1.045806029,1.109750146,-0.554395205,-1.126525321,0.01773491,-0.635904625,-1.232221689,-0.039587561,0.956103422,0.21016498,1.702041864
F11R,1.038557395,0.064650444,2.012464347,-0.48118924,-1.549045837,0.586667358,-0.596839571,-1.176807008,-0.016872135,0.023485578,-0.971415167,1.018386322,0.015985838,-0.562315583,0.594287258
F12,0.167256916,-0.913653397,1.248167229,0.153575677,-1.083735574,1.390886928,-0.330658326,-1.025445258,0.364128606,-0.666650546,-1.366087108,0.032786017,0.676476279,-0.194125628,1.547078185
F13A1,-0.420857189,-1.525050358,0.68333598,0.194129232,-0.895741408,1.283999871,-0.010596826,-0.555788556,0.534594905,-0.351524089,-1.571363098,0.868314919,0.588848873,-0.224669949,1.402367695
F13B,0.075657224,-0.818578566,0.969893013,0.041507449,-1.07840202,1.161416918,-0.574519727,-1.064681438,-0.084358016,-0.55631255,-1.24622388,0.13359878,1.013667604,0.02823986,1.999095348
F2,0.167563956,-1.181420155,1.516548067,-0.006570218,-1.103492154,1.090351718,-0.496261656,-0.913860121,-0.07866319,-0.632295065,-1.158637976,-0.105952155,0.967562983,0.385402621,1.549723344
F2R,0,0,0,0.221890043,-0.680107428,1.123887513,0,0,0,0.028543122,-1.226911785,1.283998028,-0.250433164,-1.176916319,0.67604999
F3,-0.648400951,-1.65373272,0.356930818,0.131456486,-0.51731834,0.780231312,-0.12320568,-1.205412089,0.959000729,-0.252114844,-1.099357398,0.59512771,0.892264989,-0.017544216,1.802074194
F5,0.834868369,-0.075082203,1.744818941,-0.356677154,-1.068638123,0.355283815,-0.336774225,-0.851343883,0.177795433,-0.810740247,-1.445518072,-0.175962423,0.669323257,-0.481361723,1.820008238
F7,-0.159317513,-1.456933138,1.138298111,0.317121004,-0.57849181,1.212733818,-0.227964169,-0.735864308,0.279935971,-0.481641458,-1.021606292,0.058323375,0.551802136,-0.784562263,1.888166535
F8,0,0,0,0.182249346,-0.966406469,1.33090516,0,0,0,0.177548221,-0.771116391,1.126212833,-0.359797567,-1.327867156,0.608272023
F9,0.34095663,-1.019068336,1.700981597,-0.195671882,-0.832368465,0.441024702,-0.258214118,-0.815973514,0.299545278,-0.892708455,-1.273909012,-0.511507898,1.005637825,0.211654371,1.799621279
FA2H,0.531145976,0.042531448,1.019760504,0.76098329,-0.620559076,2.142525657,-0.688541608,-1.369759967,-0.007323249,-0.425150703,-0.972965122,0.122663717,-0.324895193,-1.106494502,0.456704116
FAAH,-1.46020888,-1.94336407,-0.97705369,0.272196688,-0.606901372,1.151294749,0.914211192,0.261130356,1.567292029,0.385216915,-0.24201456,1.01244839,-0.111415916,-0.553642082,0.33081025
FAAH2,-0.803311078,-1.815475918,0.208853762,-0.1006831,-1.053037131,0.851670931,0.814022274,0.129670436,1.498374111,0.143733961,-0.641632062,0.929099984,-0.053762056,-1.102130112,0.994606
FABP3,-0.60093734,-1.577539495,0.375664814,0.73477313,0.070677005,1.398869255,-0.154650248,-1.018659532,0.709359037,0.063698686,-0.933733399,1.061130771,-0.042884228,-1.243574624,1.157806167
FABP4,-0.109771183,-1.867542612,1.648000245,-0.387695773,-1.140886467,0.365494922,0.000517219,-0.797062405,0.798096843,0.225260165,-0.613693571,1.064213901,0.271689572,-0.280747734,0.824126878
FABP5,0.499092235,-0.622951495,1.621135965,-0.026789669,-0.779505062,0.725925724,-0.936374602,-1.911831271,0.039082068,0.19473332,-0.547634305,0.937100945,0.269338715,-0.68203155,1.220708981
FABP6,0.147283696,-1.1489144,1.443481791,0.162163935,-0.504100166,0.828428036,-0.11930392,-1.44692689,1.208319051,-0.059063926,-1.229833964,1.111706112,-0.131079785,-0.654933019,0.392773449
FABP7,1.297802891,0.469687442,2.12591834,-0.781382144,-1.381315008,-0.181449281,0.071041095,-0.175033238,0.317115428,-0.693729212,-1.167417046,-0.220041378,0.10626737,-0.96744867,1.17998341
FABP9,-0.033380807,-1.681237006,1.614475393,-0.409726964,-1.290565206,0.471111278,-0.038215903,-0.717320717,0.640888911,0.083887848,-0.886121047,1.053896743,0.397435826,-0.197727674,0.992599325
FADD,-0.459594803,-1.121326839,0.202137234,-0.072789347,-0.560153208,0.414574514,-0.113574198,-1.905577761,1.678429365,0.453101048,-0.504282684,1.410484781,0.192857299,-0.346417789,0.732132388
FADS1,0.838939009,-0.356289522,2.03416754,0.060894072,-0.887314479,1.009102623,-0.927482412,-1.749081383,-0.10588344,0.040526639,-0.671143873,0.75219715,-0.012877308,-0.604549584,0.578794969
FADS2,0.874135263,-0.089166991,1.837437518,0.273676247,-0.941000521,1.488353015,-0.256469092,-1.003232703,0.49029452,-0.671322225,-1.163517516,-0.179126934,-0.220020194,-1.137812827,0.69777244
FADS3,1.289191294,0.50690141,2.071481179,-0.327095659,-1.134701741,0.480510423,-0.575435502,-1.725666479,0.574795476,-0.192950765,-0.649122299,0.263220768,-0.193709368,-0.812519071,0.425100334
FAF1,0.954508718,-0.347091631,2.256109067,-0.543723861,-1.723382353,0.635934631,-0.03982301,-0.609292858,0.529646838,0.071307663,-0.463664687,0.606280014,-0.44226951,-1.028470079,0.143931059
FAF2,-0.841214753,-1.926448418,0.244018912,0.502525667,-0.629091691,1.634143026,0.000523055,-0.883868362,0.884914472,0.371832121,-0.231613034,0.975277276,-0.03366609,-0.918766543,0.851434362
FAH,-1.070290263,-1.718333215,-0.422247311,0.009862163,-0.655595047,0.675319373,0.579561437,-0.651024597,1.810147472,0.299743314,-0.464120351,1.063606979,0.181123349,-0.746074281,1.108320979
FAHD1,-0.324152688,-1.843074871,1.194769495,0.009673162,-0.438316168,0.457662492,0.468323948,-0.421280287,1.357928182,0.084005306,-0.539822254,0.707832867,-0.237849728,-1.462587883,0.986888427
FAHD2A,0.523202623,-0.584103849,1.630509095,-0.112580506,-0.995081753,0.76992074,-0.605142979,-1.218366208,0.00808025,0.166692455,-0.935158113,1.268543023,0.027828407,-1.096282609,1.151939423
FAHD2B,0,0,0,-0.085430828,-1.353948973,1.183087316,0,0,0,-0.044511555,-0.786026517,0.697003406,0.129942384,-0.959361045,1.219245813
FAIM,0.823139954,-0.2116387,1.857918608,-0.630897321,-2.03211563,0.770320988,-0.424554884,-0.987261344,0.138151577,-0.161919762,-0.851648467,0.527808943,0.394232012,-0.031558159,0.820022184
FAIM3,0,0,0,0.055777514,-0.827578329,0.939133357,0,0,0,-1.076950466,-1.453788784,-0.700112148,1.021172952,0.502439991,1.539905913
FAM101A,0.730629934,-0.060679206,1.521939074,0.202876805,-0.73318252,1.138936129,-0.27128387,-0.479705464,-0.062862275,-0.459824997,-1.895572357,0.975922364,-0.028386718,-0.788342771,0.731569335
FAM101B,-0.036929518,-0.698730688,0.624871651,0.480207933,-0.751631331,1.712047196,-0.286072335,-1.425819352,0.853674683,-0.24465184,-1.489955708,1.000652028,0.08744576,-0.537711321,0.712602841
FAM102A,-1.083305564,-2.012150063,-0.154461065,0.463887356,-0.482112838,1.40988755,0.625457853,0.154935136,1.09598057,0.382646663,-0.596879451,1.362172777,-0.388686309,-0.979747724,0.202375106
FAM102B,-0.630410379,-1.329079872,0.068259114,-0.697169145,-1.161142055,-0.233196234,0.259849044,-0.868014959,1.387713046,0.810651008,-0.252508272,1.873810288,0.257079472,-0.54022734,1.054386283
FAM103A1,-0.066567328,-1.836163682,1.703029027,0.318817858,-0.299613071,0.937248786,-0.511434078,-1.274852288,0.251984133,0.448138562,-0.332110614,1.228387738,-0.188955014,-0.678629541,0.300719512
FAM104A,-0.815257104,-1.538264349,-0.092249858,0.398088484,-0.804799457,1.600976424,-0.101992909,-0.206096405,0.002110587,0.465903035,-0.78355507,1.71536114,-0.365740723,-0.848345857,0.11686441
FAM105A,-0.129967129,-0.724999162,0.465064904,-0.235353377,-1.229329114,0.758622359,0.530407329,-0.717566527,1.778381185,-0.068150464,-1.268969482,1.132668555,-0.096936359,-1.029637458,0.835764741
FAM105B,0.133728212,-1.039131905,1.30658833,0.680105684,-0.597604501,1.957815869,-0.824797728,-1.665001953,0.015406498,0.122632764,-0.526540297,0.771805826,-0.111668933,-0.502477881,0.279140014
FAM107A,-0.010955109,-1.471778724,1.449868506,0,0,0,0.013693886,-0.379000778,0.40638855,0,0,0,0,0,0
FAM107B,-0.288996048,-0.933972731,0.355980635,0.311011513,-0.443807056,1.065830082,0.388380362,-0.73408324,1.510843964,0.284676527,-1.129395132,1.698748185,-0.695072354,-1.305458927,-0.084685781
FAM109A,-0.253909481,-1.262232863,0.754413901,0.65969559,-0.262326857,1.581718038,-0.323415917,-1.626538693,0.97970686,0.055958688,-0.991243554,1.103160931,-0.138328881,-0.646805133,0.370147372
FAM109B,0.200966154,-0.979954912,1.38188722,-0.023473855,-0.827882086,0.780934376,-0.186181803,-1.617092364,1.244728758,0.024069249,-0.95446598,1.002604478,-0.015379745,-0.717053754,0.686294264
FAM110A,-0.468897341,-1.587493897,0.649699214,0.57192453,-0.386442802,1.530291862,-0.446309026,-1.358012762,0.465394711,0.237554272,-0.863834056,1.3389426,0.105727565,-0.598210508,0.809665638
FAM110B,-1.320612639,-2.117630284,-0.523594994,0.294200669,-0.723786948,1.312188285,0.58539137,-0.413356865,1.584139605,0.32230354,-0.159323155,0.803930234,0.118717061,-0.263866412,0.501300533
FAM110C,-0.75776505,-1.369243294,-0.146286805,0,0,0,0.947206312,0.357138835,1.537273789,0,0,0,0,0,0
