Gene,basal_avg,basal_down,basal_up,her2_avg,her2_down,her2_up,lumA_avg,lumA_down,lumA_up,lumB_avg,lumB_down,lumB_up,norm_avg,norm_down,norm_up
CTNNBL1,0.418535114,0.241230034,0.595840194,-0.504735398,-0.703126279,-0.306344517,-0.113474873,-0.251967188,0.025017442,0.185435771,-0.031329844,0.402201386,-0.351112624,-0.837154427,0.134929179
CTNND1,-0.258498789,-0.430869104,-0.086128474,0.054528373,-0.258780375,0.367837121,0.201192671,0.082502874,0.319882468,-0.228998151,-0.553893791,0.095897489,-0.168389199,-0.39317728,0.056398882
CTNND2,-0.572474692,-0.766433219,-0.378516165,-0.415151785,-0.618911626,-0.211391944,0.234529842,0.108577631,0.360482053,0.555282889,0.342929439,0.767636339,-0.078823812,-0.261572691,0.103925067
CTPS1,1.153514977,0.96658316,1.340446794,0.081678495,-0.068083834,0.231440824,-0.583192939,-0.665026358,-0.50135952,-0.076330603,-0.261074343,0.108413137,-0.011163101,-0.200589042,0.17826284
CTPS2,-0.471927533,-0.666688155,-0.277166911,-0.041380446,-0.257568695,0.174807803,0.223441203,0.084947836,0.36193457,0.101897476,-0.095839654,0.299634606,-0.040636192,-0.297629939,0.216357555
CTSA,-0.355380315,-0.514795038,-0.195965592,0.609733924,0.410426976,0.809040872,-0.007087701,-0.134053752,0.11987835,-0.247434668,-0.53188174,0.037012404,1.276028511,0.914169896,1.637887126
CTSB,0.403873309,0.219283282,0.588463336,0.374744098,0.117181216,0.63230698,-0.120521636,-0.250368723,0.009325451,-0.710989697,-0.856793702,-0.565185692,0.399562962,-0.136261962,0.935387886
CTSC,0.737163911,0.535556443,0.938771379,0.407159063,0.137750038,0.676568088,-0.440798045,-0.540039989,-0.341556101,-0.315692389,-0.505660426,-0.125724352,0.682855778,0.422909302,0.942802254
CTSD,-0.144347297,-0.287600597,-0.001093997,0.257455923,-0.014272502,0.529184348,0.150899722,0.010815025,0.290984419,-0.456444925,-0.723583109,-0.189306741,-0.052006341,-0.468133129,0.364120447
CTSF,-0.674579267,-0.819025555,-0.530132979,-0.181868928,-0.404315198,0.040577342,0.384638352,0.255597324,0.51367938,0.027471516,-0.239752451,0.294695483,-0.056487622,-0.316830174,0.20385493
CTSG,0.083798868,-0.115667386,0.283265122,-0.021641265,-0.301438718,0.258156188,0.082690022,-0.051991125,0.217371169,-0.577912955,-0.736037444,-0.419788466,0.596799899,0.230342975,0.963256823
CTSH,-0.660587931,-0.811918989,-0.509256873,0.028572478,-0.239096935,0.296241891,0.32636792,0.207098778,0.445637062,-0.039011341,-0.318706221,0.240683539,0.163451335,-0.325547965,0.652450635
CTSK,-0.378608361,-0.517182788,-0.240033934,0.412378053,0.234400499,0.590355607,0.30231687,0.171997349,0.432636391,-0.795325837,-1.062209627,-0.528442047,0.298965478,-0.15439732,0.752328276
CTSL,0.437772728,0.242741866,0.63280359,0.423067892,0.201608934,0.64452685,-0.139279918,-0.267825807,-0.010734029,-0.620922837,-0.822214337,-0.419631337,-0.024743208,-0.391867348,0.342380932
CTSO,-0.717319841,-0.910817436,-0.523822246,0.264212372,-0.076382444,0.604807188,0.323846575,0.224787786,0.422905364,-0.415621457,-0.667928873,-0.163314041,0.614480897,0.244373118,0.984588676
CTSS,0.596350861,0.409475119,0.783226603,0.012809065,-0.28996234,0.31558047,-0.263428434,-0.373798732,-0.153058136,-0.231653201,-0.509628549,0.046322147,0.296004656,0.02803881,0.563970502
CTSV,0.41243798,0.195931714,0.628944246,0.338587399,0.112427947,0.564746851,-0.142715879,-0.262657458,-0.0227743,-0.634692782,-0.838900666,-0.430484898,0.444731485,0.142260902,0.747202068
CTSW,0.231320419,-0.021613363,0.484254201,0.385596959,-0.046411083,0.817605001,-0.357474969,-0.507072926,-0.207877012,0.417003323,0.1329248,0.701081846,0.39593189,0.229781175,0.562082605
CTSZ,-0.081068608,-0.234858661,0.072721445,0.659232329,0.293024671,1.025439987,-0.062864618,-0.19260852,0.066879284,-0.305123963,-0.513636034,-0.096611892,0.378425523,-0.070479239,0.827330285
CTTN,-0.317822003,-0.509181343,-0.126462663,-0.003167884,-0.217608654,0.211272886,0.136811056,0.00780646,0.265815652,0.024398216,-0.279663508,0.32845994,0.209637718,-0.055051171,0.474326607
CTTNBP2,-0.437392425,-0.662158002,-0.212626848,0.602843483,0.10141177,1.104275196,0.042714629,-0.113017877,0.198447135,0.205797862,-0.027131207,0.438726931,-0.391343214,-0.56054653,-0.222139898
CTTNBP2NL,0.361830248,0.190147263,0.533513233,0.241353947,0.042743989,0.439963905,-0.165228206,-0.303122577,-0.027333835,-0.439424264,-0.671444888,-0.20740364,0.603237563,0.140716186,1.06575894
CTU1,0.222166664,0.017423564,0.426909764,0.367364074,0.165935521,0.568792627,-0.332138965,-0.460337902,-0.203940028,0.220432205,0.003159334,0.437705076,0.719728646,0.384239124,1.055218168
CTU2,0.410511872,0.218069691,0.602954053,0.529629557,0.300754606,0.758504508,-0.339355853,-0.446989439,-0.231722267,-0.152076986,-0.460685756,0.156531784,0.521786855,0.177022588,0.866551122
CUEDC1,-1.018800877,-1.198872487,-0.838729267,0.605018796,0.416870811,0.793166781,0.389833056,0.296939598,0.482726514,0.061514125,-0.173413748,0.296441998,-0.438252399,-0.734803521,-0.141701277
CUEDC2,0.588274603,0.393900002,0.782649204,-0.590961391,-0.931488153,-0.250434629,-0.167844011,-0.283364911,-0.052323111,0.137997377,-0.042301584,0.318296338,-0.447536952,-1.070873355,0.175799451
CUL1,0.807352666,0.605186457,1.009518875,0.245212137,-0.007645168,0.498069442,-0.443811244,-0.557044599,-0.330577889,-0.102274837,-0.220606664,0.01605699,0.037943178,-0.215387182,0.291273538
CUL2,0.673635331,0.514295201,0.832975461,0.140057143,-0.032894818,0.313009104,-0.463461238,-0.572405849,-0.354516627,-0.051073908,-0.262390237,0.160242421,1.157864485,0.336803485,1.978925485
CUL4A,0.01133479,-0.205900995,0.228570575,0.276184115,-0.035515234,0.587883464,0.015834758,-0.102531901,0.134201417,-0.128398566,-0.372856304,0.116059172,-0.583018417,-0.895727415,-0.270309419
CUL5,-0.791536838,-0.970775168,-0.612298508,0.140806381,-0.019240667,0.300853429,0.406653847,0.294749236,0.518558458,-0.325130051,-0.5511997,-0.099060402,0.666244117,0.142385056,1.190103178
CUL7,-0.127921847,-0.356554193,0.100710499,0.197641354,-0.063626431,0.458909139,0.089723437,-0.020423044,0.199869918,-0.139700698,-0.399847769,0.120446373,-0.359313881,-0.973289021,0.254661259
CUL9,-0.488162018,-0.664452035,-0.311872001,-0.317307985,-0.567916412,-0.066699558,0.210512951,0.083158924,0.337866978,0.547999217,0.33402317,0.761975264,-0.543242915,-0.972318055,-0.114167775
CUTA,0.034863628,-0.150501748,0.220229004,-0.221400749,-0.486643523,0.043842025,0.274520253,0.150580175,0.398460331,-0.487091554,-0.685041311,-0.289141797,-1.055706542,-1.646516197,-0.464896887
CUTC,0.396851953,0.197325831,0.596378075,-0.425053072,-0.75700078,-0.093105364,-0.179868859,-0.286134225,-0.073603493,0.211007263,-0.07017226,0.492186786,0.221487572,-0.104579336,0.54755448
CUX1,0.182583915,-0.041468721,0.406636551,0.38213721,0.135806424,0.628467996,-0.259724137,-0.367532824,-0.15191545,0.310449956,0.020620245,0.600279667,-0.22364559,-0.497653706,0.050362526
CWC15,0.29007554,0.10530227,0.47484881,-0.253503014,-0.434524679,-0.072481349,0.009326432,-0.126662478,0.145315342,-0.105628985,-0.376218942,0.164960972,-0.719812469,-1.122500137,-0.317124801
CWC22,0.574956746,0.344419429,0.805494063,0.250109928,0.074051454,0.426168402,-0.489197759,-0.586403946,-0.391991572,0.465277083,0.29861458,0.631939586,-0.04014456,-0.660415674,0.580126554
CWC25,0.20201302,0.113961847,0.290064193,0.664765298,0.205070863,1.124459733,-0.248465172,-0.360777491,-0.136152853,0.041505057,-0.148838347,0.231848461,-0.341632579,-1.225479764,0.542214606
CWC27,0.367491171,0.162300203,0.572682139,-0.063083452,-0.260162092,0.133995188,-0.20839356,-0.341382042,-0.075405078,-0.051390185,-0.270498756,0.167718386,0.595598089,0.210549408,0.98064677
CWF19L1,0.188586243,-0.008938013,0.386110499,-0.518899077,-0.855115163,-0.182682991,-0.150760384,-0.25478374,-0.046737028,0.646236931,0.367571793,0.924902069,-0.119419981,-0.321424076,0.082584114
CWF19L2,0.507674634,0.271874855,0.743474413,-0.34236483,-0.55823483,-0.12649483,-0.08487389,-0.202181571,0.032433791,-0.079996695,-0.273420257,0.113426867,-0.746340245,-1.05039192,-0.44228857
CXADR,0.80127235,0.617530915,0.985013785,0.13729427,-0.151849053,0.426437593,-0.262248086,-0.366135125,-0.158361047,-0.599001032,-0.834894879,-0.363107185,-0.005571892,-0.215564609,0.204420825
CXCL10,0.806432241,0.607659911,1.005204571,0.182608716,-0.279646343,0.644863775,-0.416277912,-0.52522806,-0.307327764,-0.209649485,-0.460241469,0.040942499,0.086373932,-0.252884308,0.425632172
CXCL12,-0.493587381,-0.61980697,-0.367367792,-0.245875396,-0.410991791,-0.080759001,0.472797602,0.333416095,0.612179109,-0.584605284,-0.815028117,-0.354182451,0.149023221,-0.082723579,0.380770021
CXCL13,0.285016857,0.160413858,0.409619856,0.411515964,0.01506938,0.807962548,-0.322661473,-0.459423446,-0.1858995,0.101346558,-0.140388978,0.343082094,0.4868701,0.191264795,0.782475405
CXCL14,-0.545890435,-0.671539539,-0.420241331,-0.29297667,-0.60123549,0.01528215,0.368700193,0.243341959,0.494058427,-0.052978455,-0.337872146,0.231915236,-0.036556255,-0.352907025,0.279794515
CXCL9,0.514327725,0.34226675,0.6863887,-0.025423032,-0.442419195,0.391573131,-0.359509451,-0.459682565,-0.259336337,0.27982378,-0.05995062,0.61959818,-0.032633152,-0.328942378,0.263676074
CXorf23,-0.244838608,-0.452203777,-0.037473439,-0.575644499,-0.929292391,-0.221996607,0.183870459,0.073123336,0.294617582,0.423233123,0.213699419,0.632766827,-0.568976986,-1.243762778,0.105808806
CXorf38,0.1303369,-0.079159442,0.339833242,0.346373065,0.105948928,0.586797202,-0.22322504,-0.352577257,-0.093872823,0.173661427,-0.036700838,0.384023692,0.228517998,-0.251615837,0.708651833
CXorf40A,-0.44135765,-0.549691207,-0.333024093,-0.061133484,-0.334336421,0.212069453,0.219220603,0.079106835,0.359334371,0.249515253,-0.027477341,0.526507847,-0.61641861,-1.060982347,-0.171854873
CXorf56,0.636033688,0.44368989,0.828377486,-0.43714084,-0.69459642,-0.17968526,-0.322351467,-0.42382521,-0.220877724,0.410708317,0.159871593,0.661545041,-0.186602586,-0.758542694,0.385337522
CXorf57,-0.324558777,-0.595990206,-0.053127348,0.111932452,-0.14266632,0.366531224,0.109670464,-0.021251069,0.240591997,0.041970702,-0.40093524,0.484876644,-0.163343431,-0.526497668,0.199810806
CXXC1,-0.44400317,-0.675269924,-0.212736416,-0.506960113,-0.824851759,-0.189068467,0.242693662,0.141335296,0.344052028,0.405147864,0.200773587,0.609522141,-0.149503781,-0.299476887,0.000469325
CXXC5,-0.975306913,-1.072362156,-0.87825167,-0.503299135,-0.676113462,-0.330484808,0.508547784,0.40738272,0.609712848,0.410783294,0.097047857,0.724518731,-0.128090265,-0.308488228,0.052307698
CYB5A,-1.085228201,-1.206755928,-0.963700474,0.139548158,-0.086279119,0.365375435,0.445776796,0.343601602,0.54795199,0.051561391,-0.211410418,0.3145332,0.646424514,0.45875898,0.834090048
CYB5B,-0.150350872,-0.302435009,0.001733265,0.710892458,0.439763061,0.982021855,-0.31307659,-0.441653248,-0.184499932,0.395875023,0.194844176,0.59690587,1.104634218,0.657736756,1.55153168
CYB5R1,-0.616586477,-0.75697907,-0.476193884,-0.411324508,-0.614894731,-0.207754285,0.429211988,0.297101293,0.561322683,0.084527979,-0.15516651,0.324222468,-0.452501599,-0.774630356,-0.130372842
CYB5R2,0.216705336,0.061143342,0.37226733,0.016910454,-0.267305406,0.301126314,0.220165425,0.096167911,0.344162939,-1.067778955,-1.288491519,-0.847066391,-0.183677622,-0.470009857,0.102654613
CYB5R3,-0.209978827,-0.378638322,-0.041319332,0.628815144,0.372948677,0.884681611,-0.064072821,-0.1979629,0.069817258,-0.301684161,-0.505137871,-0.098230451,1.2133511,0.856317936,1.570384264
CYB5R4,0.188756396,0.024967023,0.352545769,0.376708868,0.125312026,0.62810571,-0.098683357,-0.237738612,0.040371898,-0.567640508,-0.768585734,-0.366695282,0.905396074,0.527385297,1.283406851
CYBA,0.216835408,-0.00605703,0.439727846,0.26495302,-0.035876215,0.565782255,-0.358108011,-0.461857741,-0.254358281,0.457460517,0.222298314,0.69262272,0.527551747,0.284400321,0.770703173
CYBB,0.433560285,0.243427052,0.623693518,0.251518562,-0.062152679,0.565189803,-0.444267703,-0.54696554,-0.341569866,0.391687846,0.146589742,0.63678595,0.514011509,0.1129534,0.915069618
CYBRD1,-0.845448534,-0.946821631,-0.744075437,-0.150715892,-0.359889115,0.058457331,0.52030323,0.391788682,0.648817778,-0.315562195,-0.497236978,-0.133887412,0.467060639,-0.01949202,0.953613298
CYC1,0.42275135,0.218972369,0.626530331,-0.169216166,-0.369131861,0.030699529,-0.197386582,-0.325873118,-0.068900046,0.055960691,-0.206937332,0.318858714,0.081788122,-0.20285921,0.366435454
CYCS,0.441119712,0.24129604,0.640943384,0.156516673,-0.079273954,0.3923073,-0.246010818,-0.381047922,-0.110973714,-0.095331765,-0.260077034,0.069413504,0.131910313,-0.325955696,0.589776322
CYFIP1,-0.106646468,-0.258871396,0.04557846,0.844158556,0.603473451,1.084843661,-0.269032503,-0.401047961,-0.137017045,0.021764788,-0.17068284,0.214212416,1.247875811,0.762555202,1.73319642
CYFIP2,0.046937246,-0.118271412,0.212145904,-0.363247038,-0.758058816,0.03156474,-0.033143367,-0.147760761,0.081474027,0.446911528,0.172806396,0.72101666,-0.396809133,-0.78029722,-0.013321046
CYGB,-0.459395286,-0.598195101,-0.320595471,-0.125951516,-0.270372042,0.01846901,0.245480494,0.132488977,0.358472011,-0.399182805,-0.660994613,-0.137370997,1.575900806,0.620386489,2.531415123
CYHR1,0.696112575,0.537009628,0.855215522,-0.178066391,-0.306032588,-0.050100194,-0.371913339,-0.503157155,-0.240669523,-0.032542465,-0.26348804,0.19840311,0.811589409,0.406407689,1.216771129
CYLD,-0.157498766,-0.320856058,0.005858526,0.425845381,0.110507949,0.741182813,-0.126421036,-0.246439832,-0.00640224,0.051917204,-0.237042439,0.340876847,0.985807085,0.513103153,1.458511017
CYP1B1,0.482634291,0.283559157,0.681709425,0.262586499,-0.028830656,0.554003654,-0.248574644,-0.349966524,-0.147182764,-0.343272699,-0.637815249,-0.048730149,0.46635704,0.041020666,0.891693414
CYP20A1,-0.484079809,-0.634607145,-0.333552473,0.591199409,0.284456487,0.897942331,-0.094457982,-0.226025367,0.037109403,0.527033604,0.32374771,0.730319498,0.437211283,0.112589163,0.761833403
CYP27A1,0.534867501,0.401491737,0.668243265,-0.221012418,-0.475255745,0.033230909,-0.17249405,-0.315683308,-0.029304792,-0.317124167,-0.525448908,-0.108799426,0.561257606,0.08275997,1.039755242
CYP2A6,0.129176225,0.017696493,0.240655957,-0.126433692,-0.319648112,0.066780728,0.080829056,-0.081139969,0.242798081,-0.10999227,-0.322899932,0.102915392,-0.94268529,-1.349916907,-0.535453673
CYP2J2,-0.324706591,-0.586007929,-0.063405253,1.0567124,0.655603841,1.457820959,-0.320982896,-0.50393842,-0.138027372,0.337408538,0.101754473,0.573062603,0.53420026,0.15785426,0.91054626
CYP2S1,0.184141903,-0.015229285,0.383513091,-0.445369124,-0.63612566,-0.254612588,-0.020393375,-0.175503709,0.134716959,-0.117904129,-0.25862121,0.022812952,0.737554288,0.518581951,0.956526625
CYP4X1,-0.509343343,-0.613224502,-0.405462184,-0.425206789,-0.601126629,-0.249286949,0.374328113,0.242014103,0.506642123,-0.021201721,-0.361298545,0.318895103,-0.050484243,-0.382109886,0.2811414
CYP4Z1,-0.49181761,-0.631095595,-0.352539625,0.112376065,-0.172517587,0.397269717,0.22321362,0.05841224,0.388015,-0.028891099,-0.355135379,0.297353181,-0.183305863,-0.476656166,0.11004444
CYP51A1,-0.053894199,-0.204639096,0.096850698,0.805547441,0.483558743,1.127536139,-0.249410862,-0.376443295,-0.122378429,-0.001789773,-0.157318718,0.153739172,0.906422573,0.207614112,1.605231034
CYP7B1,0.292209869,0.10121495,0.483204788,0.210613712,-0.060205553,0.481432977,-0.260396319,-0.39873292,-0.122059718,0.054650494,-0.253321062,0.36262205,0.416021055,-0.031800138,0.863842248
CYR61,0.455295073,0.257141255,0.653448891,0.113624457,-0.139824246,0.36707316,-0.095600263,-0.219265566,0.02806504,-0.636822836,-0.844651029,-0.428994643,0.296180733,-0.14061682,0.732978286
CYTH1,0.105034776,-0.060573488,0.27064304,0.448595217,0.13780174,0.759388694,-0.313193509,-0.434515887,-0.191871131,0.477281887,0.201056478,0.753507296,0.082379274,-0.215789962,0.38054851
CYTH2,-0.080613916,-0.233292086,0.072064254,-0.21549712,-0.357775654,-0.073218586,0.03843725,-0.088354116,0.165228616,0.18219902,-0.195985378,0.560383418,0.013291339,-0.606480541,0.633063219
CYTH3,-0.26648957,-0.497014556,-0.035964584,0.157934586,-0.070352739,0.386221911,0.234184948,0.118077912,0.350291984,-0.675417262,-0.848821917,-0.502012607,0.730132952,0.398555466,1.061710438
CYTH4,0.15071053,-0.039806055,0.341227115,0.342525413,-0.064888876,0.749939702,-0.101608967,-0.215384973,0.012167039,-0.339637305,-0.565983475,-0.113291135,0.479916826,0.249732802,0.71010085
CYTIP,0.341504843,0.212211372,0.470798314,0.273034817,0.050752636,0.495316998,-0.263501863,-0.43021124,-0.096792486,-0.032437723,-0.251045786,0.18617034,0.553007436,0.431898234,0.674116638
D2HGDH,-0.462866019,-0.616516249,-0.309215789,0.162135949,-0.104196595,0.428468493,0.221957496,0.087416387,0.356498605,-0.422222981,-0.616630576,-0.227815386,1.135884932,0.749252674,1.52251719
DAAM1,-0.617215844,-0.796108857,-0.438322831,0.526336354,0.279919666,0.772753042,-0.076940252,-0.18588032,0.031999816,0.646582535,0.400393415,0.892771655,0.784848351,0.277711678,1.291985024
DAAM2,0.347193504,0.214632381,0.479754627,0.253250024,0.095908126,0.410591922,-0.013723415,-0.148779245,0.121332415,-0.717079784,-1.043108777,-0.391050791,-0.077654185,-0.439783745,0.284475375
DAB2,-0.277059164,-0.456992099,-0.097126229,0.335090777,0.180298468,0.489883086,0.230394523,0.09423926,0.366549786,-0.667416474,-0.857328045,-0.477504903,0.311407421,-0.300336255,0.923151097
DACH1,-0.934519782,-1.035499455,-0.833540109,-0.388550848,-0.674978041,-0.102123655,0.519444935,0.407327565,0.631562305,0.338551284,0.146623996,0.530478572,-0.56458952,-0.902421875,-0.226757165
DAD1,-0.211171004,-0.424432999,0.002090991,0.570417017,0.269944771,0.870889263,-0.298114701,-0.419240278,-0.176989124,0.700728381,0.506584546,0.894872216,0.33669096,-0.293516729,0.966898649
DAG1,-0.479115063,-0.683865163,-0.274364963,-0.138418047,-0.402069279,0.125233185,0.408780849,0.293136131,0.524425567,-0.370351559,-0.585768799,-0.154934319,-0.234468479,-0.45127981,-0.017657148
DAGLB,-0.226231294,-0.44254896,-0.009913628,0.984528949,0.755656193,1.213401705,-0.257489427,-0.374460813,-0.140518041,0.447492755,0.28370547,0.61128004,-0.030635442,-0.281335208,0.220064324
DALRD3,-0.787528366,-1.0170615,-0.557995232,0.143681781,-0.286591783,0.573955345,0.236617027,0.106313921,0.366920133,0.603334829,0.414655389,0.792014269,-0.270978483,-0.743793388,0.201836422
DAP,-0.634507016,-0.853253632,-0.4157604,0.349265875,0.163443048,0.535088702,0.30336835,0.183808343,0.422928357,-0.208552411,-0.411331427,-0.005773395,-0.047124751,-0.230005673,0.135756171
DAP3,0.382221808,0.227404622,0.537038994,-0.015650285,-0.235407099,0.204106529,-0.266576406,-0.40912976,-0.124023052,0.364571944,0.132180208,0.59696368,-0.373639263,-0.757329918,0.010051392
DAPK1,0.303724546,0.141768515,0.465680577,0.637929512,0.359245947,0.916613077,-0.277544355,-0.408423297,-0.146665413,-0.175951655,-0.405318244,0.053414934,0.214436268,-0.236150962,0.665023498
DAPK2,0.407890609,0.183799451,0.631981767,-0.116213067,-0.43195784,0.199531706,-0.035170342,-0.152153074,0.08181239,-0.377291804,-0.536158994,-0.218424614,-0.356634911,-0.825239489,0.111969667
DAPK3,0.057271038,-0.099546313,0.214088389,0.593649934,0.368242405,0.819057463,0.043615319,-0.086024596,0.173255234,-0.915856455,-1.129802489,-0.701910421,0.622305476,0.104881123,1.139729829
DAPP1,0.51474933,0.33645671,0.69304195,0.616880082,0.224701043,1.009059121,-0.318015545,-0.416332521,-0.219698569,-0.418148296,-0.633617107,-0.202679485,0.334271075,-0.012535469,0.681077619
DARS,0.407853828,0.234794293,0.580913363,0.619223687,0.241800006,0.996647368,-0.334774363,-0.435692726,-0.233856,-0.322979744,-0.499262843,-0.146696645,0.815180342,0.139999197,1.490361487
DARS2,0.026628988,-0.14658112,0.199839096,-0.30009032,-0.543136966,-0.057043674,-0.056701522,-0.187788117,0.074385073,0.518547735,0.263317889,0.773777581,-0.430860178,-1.037265309,0.175544953
DAXX,0.938338247,0.732039118,1.144637376,-0.332913211,-0.503790998,-0.162035424,-0.44705513,-0.54162027,-0.35248999,0.288903167,0.099356016,0.478450318,-0.396047124,-0.791637427,-0.000456821
DAZAP1,0.485633006,0.291016943,0.680249069,-0.2090486,-0.420449115,0.002351915,0.024219048,-0.097527208,0.145965304,-0.589774642,-0.849208606,-0.330340678,-0.502198718,-0.878577992,-0.125819444
DAZAP2,-0.438815784,-0.58253107,-0.295100498,-0.292297017,-0.556068379,-0.028525655,0.449845229,0.320734906,0.578955552,-0.39697664,-0.630466957,-0.163486323,-0.414951841,-0.780568909,-0.049334773
DBI,-0.460032716,-0.628007979,-0.292057453,0.708867967,0.362420075,1.055315859,-0.025300294,-0.149931326,0.099330738,0.010449384,-0.121008689,0.141907457,0.936254895,0.418122835,1.454386955
DBN1,0.226862229,0.030078851,0.423645607,0.219778871,-0.037056054,0.476613796,0.029422369,-0.067770724,0.126615462,-0.904314415,-1.160825873,-0.647802957,0.808072241,0.062578591,1.553565891
DBNDD1,-0.226952047,-0.410589042,-0.043315052,0.442763447,0.195953191,0.689573703,0.051393456,-0.081972247,0.184759159,-0.144576309,-0.417029437,0.127876819,-0.017741723,-0.319404043,0.283920597
DBNL,-0.565826009,-0.748754612,-0.382897406,0.335587567,0.053443498,0.617731636,0.348474784,0.240460246,0.456489322,-0.473769497,-0.725768409,-0.221770585,-0.019650587,-0.479257535,0.439956361
DBT,-0.232688238,-0.400536924,-0.064839552,-0.450581289,-0.720829417,-0.180333161,0.272291623,0.141152552,0.403430694,-0.093280693,-0.364804871,0.178243485,-0.175750754,-0.487407445,0.135905937
DCAF1,-0.401254525,-0.519724345,-0.282784705,-0.394951341,-0.545140266,-0.244762416,0.093100778,-0.046904932,0.233106488,0.79538005,0.527649787,1.063110313,-0.332501041,-0.870020496,0.205018414
DCAF10,-0.418268556,-0.567358871,-0.269178241,-0.609994351,-0.916307023,-0.303681679,0.161670272,0.035246304,0.28809424,0.666371713,0.461663226,0.8710802,0.025236885,-0.481395413,0.531869183
DCAF11,-0.47466665,-0.677091563,-0.272241737,0.059663067,-0.191664045,0.310990179,0.073990738,-0.047221852,0.195203328,0.590565422,0.352008422,0.829122422,-0.265406864,-0.554944203,0.024130475
DCAF13,1.003983514,0.855043587,1.152923441,0.240588036,0.044229937,0.436946135,-0.578091987,-0.674858825,-0.481325149,-0.014064654,-0.266054935,0.237925627,0.14131759,-0.034044833,0.316680013
DCAF15,0.173884303,-0.074692955,0.422461561,-0.479140264,-0.779741854,-0.178538674,-0.090051036,-0.234472587,0.054370515,0.35875579,0.111851569,0.605660011,0.254245681,-0.216073805,0.724565167
DCAF16,-0.03337367,-0.218579808,0.151832468,-0.324101595,-0.487481633,-0.160721557,0.182813768,0.026188524,0.339439012,-0.067739561,-0.444857415,0.309378293,-0.501275589,-0.91647758,-0.086073598
DCAF5,-0.8961542,-1.083496565,-0.708811835,-0.130322411,-0.337251356,0.076606534,0.369419499,0.261921484,0.476917514,0.530834334,0.366070679,0.695597989,-0.453621912,-0.917963049,0.010719225
DCAF6,-0.312676463,-0.495429249,-0.129923677,0.526545201,0.25186845,0.801221952,-0.077252893,-0.212653561,0.058147775,0.358738914,0.143476959,0.574000869,0.000167599,-0.197362509,0.197697707
DCAF7,-0.14358643,-0.252268266,-0.034904594,-0.579943631,-0.89047404,-0.269413222,0.068273324,-0.067773017,0.204319665,0.666261064,0.393550938,0.93897119,-0.586960052,-0.775266048,-0.398654056
DCAF8,-0.75664113,-0.968089125,-0.545193135,-0.30739928,-0.557587714,-0.057210846,0.352866943,0.240745382,0.464988504,0.393451953,0.254327173,0.532576733,-0.11118325,-0.355572615,0.133206115
DCAF8L2,-0.178489551,-0.389514552,0.03253545,0.699594439,0.345431767,1.053757111,-0.047579314,-0.21616636,0.121007732,0.184297356,-0.109661167,0.478255879,-0.303336648,-0.796108746,0.18943545
DCAKD,-0.569080705,-0.710462763,-0.427698647,-0.107198597,-0.365854928,0.151457734,0.309375542,0.168063414,0.45068767,-0.004364637,-0.224884117,0.216154843,0.088782743,-0.191947456,0.369512942
DCD,-0.060268285,-0.193828434,0.073291864,-0.278645522,-0.403594477,-0.153696567,0.100824546,-0.036779361,0.238428453,-0.011050209,-0.335621823,0.313521405,-0.049848364,-0.864692359,0.764995631
DCHS1,-0.545674524,-0.700027355,-0.391321693,0.138637478,-0.054256702,0.331531658,0.366799839,0.229750714,0.503848964,-0.424333697,-0.594716805,-0.253950589,0.037943706,-0.609792354,0.685679766
DCK,0.230614461,0.03118835,0.430040572,-0.163518264,-0.4272637,0.100227172,-0.344898887,-0.442860087,-0.246937687,0.9416289,0.694845696,1.188412104,-0.149403685,-0.695612343,0.396804973
DCLK1,-0.654191356,-0.800541748,-0.507840964,-0.097810528,-0.340806349,0.145185293,0.359795691,0.230109113,0.489482269,-0.122509902,-0.327459219,0.082439415,0.383042132,-0.243017049,1.009101313
DCLK2,0.110964958,-0.078112786,0.300042702,-0.000533061,-0.201708433,0.200642311,0.133269409,-0.001384738,0.267923556,-0.5856589,-0.801117078,-0.370200722,-0.147942197,-0.811493941,0.515609547
DCLK3,0.088465867,-0.072983147,0.249914881,0.181085552,-0.081442755,0.443613859,0.048627777,-0.102036278,0.199291832,-0.547788474,-0.763285875,-0.332291073,0.339046734,-0.224069889,0.902163357
DCLRE1C,0.403822249,0.204335457,0.603309041,0.160613563,-0.204011273,0.525238399,-0.16421503,-0.324614618,-0.003815442,-0.217636367,-0.459491647,0.024218913,0.404433183,-0.45945712,1.268323486
DCN,-0.860899451,-0.946343272,-0.77545563,-0.016830833,-0.241693444,0.208031778,0.596180584,0.469921798,0.72243937,-0.541376525,-0.701891148,-0.380861902,0.084564673,-0.247221517,0.416350863
DCP1A,0.214943352,0.023509472,0.406377232,-0.136247092,-0.474649198,0.202155014,-0.062892549,-0.186413137,0.060628039,0.005336402,-0.261151479,0.271824283,-0.166348292,-0.432718656,0.100022072
DCP1B,0.103218587,-0.1679945,0.374431674,-0.513938013,-0.752571606,-0.27530442,0.15335077,0.050321302,0.256380238,-0.162837149,-0.336924063,0.011249765,-0.354193839,-0.763828797,0.055441119
DCP2,0.269180499,0.016360082,0.522000916,0.372023489,0.153856288,0.59019069,-0.308046488,-0.420280502,-0.195812474,0.249657047,0.082166064,0.41714803,0.059983341,-0.331936528,0.45190321
