Gene,basal_avg,basal_down,basal_up,her2_avg,her2_down,her2_up,lumA_avg,lumA_down,lumA_up,lumB_avg,lumB_down,lumB_up,norm_avg,norm_down,norm_up
A1BG,-0.207045093,-0.442200484,0.028110298,-0.201846523,-0.656929507,0.253236461,0.144991504,-0.021397913,0.31138092,0.11725689,-0.051168645,0.285682426,,,
A1CF,-0.207194764,-0.352764401,-0.061625127,0.538193418,0.200329037,0.876057798,-0.35004815,-0.404111732,-0.295984568,0.221762175,-0.062873052,0.506397402,,,
A2BP1,-0.342232819,-0.4549984,-0.229467238,0.027351502,-0.203184109,0.257887112,-0.047838481,-0.264751444,0.169074483,0.288844074,0.029547988,0.54814016,,,
A2LD1,0.048096015,-0.215531917,0.311723947,-0.034213502,-0.335520794,0.26709379,-0.026728703,-0.179144931,0.125687525,0.006649747,-0.230029489,0.243328983,,,
A2M,0.402989311,0.054892351,0.751086271,-0.018795329,-0.153212527,0.11562187,0.208457737,0.032337245,0.384578229,-0.492616316,-0.634358979,-0.350873654,,,
A2ML1,1.051888608,0.806854932,1.296922284,0.638816609,0.429821493,0.847811725,-0.67161807,-0.726787329,-0.616448811,-0.464690777,-0.598955881,-0.330425673,,,
A4GALT,0.251898329,0.051100311,0.452696348,-0.514105284,-0.769675546,-0.258535022,0.076162834,-0.131812134,0.284137803,-0.004860488,-0.232904684,0.223183708,,,
A4GNT,0.192032909,-0.046013312,0.430079131,-0.329509416,-0.533473904,-0.125544928,-0.027386428,-0.256064869,0.201292012,0.046975353,-0.164434759,0.258385465,,,
AAA1,-0.260528954,-0.260528954,-0.260528954,-0.099172478,-0.260528954,0.062183999,0.443058363,0.092113063,0.794003663,-0.179614642,-0.260528954,-0.09870033,,,
AAAS,-0.765401931,-0.947119563,-0.583684299,0.180893076,-0.073591015,0.435377166,0.113897209,-0.112393185,0.340187603,0.374453418,0.199818002,0.549088835,,,
AACS,-0.185589293,-0.513395274,0.142216688,0.183062375,-0.045887953,0.412012702,-0.03618814,-0.200268841,0.127892562,0.082341083,-0.114376934,0.2790591,,,
AACSL,0.036391054,-0.167364899,0.240147007,0.190273689,-0.263701059,0.644248437,-0.246411924,-0.355415297,-0.137408552,0.113714625,-0.111161939,0.33859119,,,
AADAC,0.171862038,-0.113248809,0.456972885,0.478889239,0.117163063,0.840615416,-0.215802361,-0.383773101,-0.047831622,-0.161530552,-0.324144952,0.001083848,,,
AADACL2,0.030738134,-0.150906678,0.212382946,0.147260218,-0.287653781,0.582174217,-0.213866596,-0.258657838,-0.169075355,0.108271778,-0.155171194,0.37171475,,,
AADACL3,0.013843531,-0.156127639,0.1838147,-0.341259003,-0.480694241,-0.201823764,-0.006665955,-0.16991176,0.15657985,0.166635061,-0.131427406,0.464697528,,,
AADACL4,0.241066144,-0.038722398,0.520854686,-0.33680889,-0.33680889,-0.33680889,0.047555572,-0.211391055,0.306502198,-0.057969252,-0.225954131,0.110015627,,,
AADAT,0.837909897,0.641779293,1.0340405,0.418025181,0.109894349,0.726156012,-0.442565901,-0.585153797,-0.299978004,-0.413319358,-0.594244983,-0.232393733,,,
AAGAB,-1.04218425,-1.2735032,-0.8108653,0.011286432,-0.222115851,0.244688715,0.347637551,0.202958533,0.492316569,0.442842319,0.279069505,0.606615132,,,
AAK1,-0.271110965,-0.565510784,0.023288854,0.106307076,-0.181377821,0.393991973,0.291686271,0.108159026,0.475213516,-0.129352991,-0.308388485,0.049682503,,,
AAMP,0.003035996,-0.319322744,0.325394737,-0.145555821,-0.461817655,0.170706013,-0.036852171,-0.20171498,0.128010637,0.105817577,-0.068075348,0.279710503,,,
AANAT,-0.081137362,-0.293405065,0.131130341,-0.332428543,-0.522802862,-0.142054224,0.205299548,-0.022368067,0.432967163,0.030321893,-0.197955559,0.258599346,,,
AARS,0.543309774,0.355555809,0.731063739,0.125151173,-0.129506632,0.379808978,-0.792540243,-0.983226768,-0.601853718,0.289459816,0.117646378,0.461273254,,,
AARS2,0.660529694,0.412834533,0.908224854,0.15204409,-0.016689809,0.320777988,-0.487603002,-0.700413304,-0.274792701,-0.104133104,-0.278029898,0.069763689,,,
AARSD1,-0.289787451,-0.529091715,-0.050483186,-0.026613766,-0.361034877,0.307807345,0.10754339,-0.105238803,0.320325584,0.127585055,-0.056113586,0.311283697,,,
AASDH,-0.465298595,-0.7288585,-0.20173869,-0.077350782,-0.440278369,0.285576805,0.290423325,0.130445922,0.450400729,0.109326984,-0.072311607,0.290965574,,,
AASDHPPT,-0.335419362,-0.479530147,-0.191308577,0.02846584,-0.30132282,0.3582545,0.05062274,-0.121325936,0.222571416,0.188818143,-0.071402711,0.449038997,,,
AASS,0.096726226,-0.128975267,0.322427719,-0.384834889,-0.550238615,-0.219431163,0.652582675,0.488622823,0.816542527,-0.505518955,-0.719709118,-0.291328792,,,
AATF,-0.214478068,-0.382035013,-0.046921123,0.420273797,-0.087347664,0.927895259,-0.25319577,-0.369780452,-0.136611088,0.193367599,-0.00259831,0.389333508,,,
AATK,0.133426163,-0.045043638,0.311895964,-0.322431098,-0.599060705,-0.04580149,-0.019185667,-0.241123067,0.202751734,0.07953219,-0.151644641,0.310709022,,,
ABAT,-1.101986057,-1.258948875,-0.945023238,-0.43206424,-0.691629485,-0.172498995,0.781381219,0.650010315,0.912752122,0.293697995,0.154973157,0.432422832,,,
ABCA1,-0.156240751,-0.385879384,0.073397882,0.218750599,-0.074284342,0.511785539,0.082724167,-0.139343813,0.304792148,-0.071472063,-0.272385103,0.129440976,,,
ABCA10,-0.046371148,-0.305594837,0.212852541,-0.471775463,-0.683498835,-0.260052092,0.469537172,0.262876263,0.676198081,-0.17930703,-0.366574255,0.007960194,,,
ABCA11P,-0.135560426,-0.406183071,0.135062218,-0.157285788,-0.494307903,0.179736328,0.274092402,0.148466174,0.39971863,-0.082358671,-0.30795171,0.143234367,,,
ABCA12,-0.942826175,-1.093052002,-0.792600348,1.109837359,0.968537153,1.251137565,0.00375889,-0.167933502,0.175451282,0.148598682,-0.042844325,0.340041689,,,
ABCA13,1.236260774,1.004412083,1.468109465,-0.357742962,-0.553897801,-0.161588122,-0.35910582,-0.453678197,-0.264533444,-0.404181022,-0.563517142,-0.244844901,,,
ABCA17P,-0.064398965,-0.30426445,0.17546652,-0.356515159,-0.592483727,-0.120546591,0.059936975,-0.09215293,0.21202688,0.169117202,-0.089680368,0.427914772,,,
ABCA2,-0.817347659,-1.095147816,-0.539547503,0.00877225,-0.348548384,0.366092885,0.220328264,0.08946023,0.351196298,0.3974767,0.263343539,0.53160986,,,
ABCA3,-0.539616066,-0.733250329,-0.345981804,-0.637994572,-0.945583199,-0.330405945,0.379587846,0.210595761,0.548579931,0.35993765,0.164711438,0.555163862,,,
ABCA4,0.273624997,0.030532589,0.516717404,0.215448203,-0.130726563,0.561622969,0.042693774,-0.130988296,0.216375845,-0.353857716,-0.552964783,-0.154750649,,,
ABCA5,-0.075032176,-0.342603102,0.19253875,-0.27468357,-0.463751631,-0.08561551,0.084230798,-0.137473677,0.305935272,0.112894736,-0.091346685,0.317136156,,,
ABCA6,-0.326452902,-0.558810356,-0.094095448,-0.069687464,-0.277283643,0.137908715,0.522702217,0.340625377,0.704779057,-0.22123955,-0.444766025,0.002286926,,,
ABCA7,-0.13770356,-0.434480511,0.159073391,-0.214949995,-0.504748296,0.074848306,-0.050177623,-0.247446034,0.147090788,0.258839556,0.090136673,0.427542438,,,
ABCA8,-0.179853103,-0.421474954,0.061768749,-0.356306089,-0.58130146,-0.131310717,0.628931701,0.463983554,0.793879847,-0.289683342,-0.500223113,-0.07914357,,,
ABCA9,-0.354354767,-0.612396851,-0.096312683,0.009792911,-0.163735969,0.183321791,0.54562004,0.368111655,0.723128424,-0.262016251,-0.474618022,-0.04941448,,,
ABCB1,-0.25398321,-0.488383096,-0.019583325,0.192204404,-0.019260938,0.403669745,0.309347049,0.063063767,0.555630331,-0.202072383,-0.381683095,-0.02246167,,,
ABCB10,0.015487,-0.225003194,0.255977193,0.052442523,-0.238774982,0.343660027,-0.163149096,-0.376822224,0.050524033,0.118514705,-0.085693983,0.322723393,,,
ABCB11,-0.330570729,-0.470431166,-0.190710293,0.218733516,0.017392589,0.420074444,0.301593278,0.023212554,0.579974002,-0.150465603,-0.342111333,0.041180127,,,
ABCB4,-0.459463524,-0.701369627,-0.21755742,0.160793139,-0.028977113,0.350563391,0.231661673,0.084872073,0.378451272,0.04219197,-0.216880785,0.301264726,,,
ABCB5,-0.113944825,-0.350658065,0.122768414,-0.307608216,-0.499400639,-0.115815792,0.576114656,0.344320796,0.807908517,-0.312847152,-0.480199361,-0.145494944,,,
ABCB6,0.15273323,-0.068926569,0.374393029,0.55684315,0.303898081,0.809788218,-0.45922485,-0.607549303,-0.310900397,0.047118984,-0.194940447,0.289178414,,,
ABCB7,-0.337201227,-0.622854413,-0.051548042,-0.24783837,-0.543972349,0.048295609,0.237129427,0.066072623,0.40818623,0.149571072,-0.040944744,0.340086888,,,
ABCB8,-0.485447879,-0.688212469,-0.28268329,0.023395982,-0.260312219,0.307104184,0.140943466,0.004689019,0.277197914,0.217317096,-0.0435404,0.478174592,,,
ABCB9,-0.116482902,-0.322582388,0.089616584,0.437479056,0.257831432,0.61712668,-0.262108586,-0.488956128,-0.035261045,0.119810044,-0.106365601,0.345985689,,,
ABCC1,-0.064497392,-0.369975844,0.240981061,0.061301442,-0.267515238,0.390118122,-0.11165677,-0.317952401,0.094638861,0.124726727,-0.01552864,0.264982095,,,
ABCC10,0.831695579,0.578461021,1.084930138,0.455646571,0.229215294,0.682077848,-0.489808943,-0.622920627,-0.356697258,-0.382194733,-0.556012828,-0.208376638,,,
ABCC11,-1.127772427,-1.294285076,-0.961259778,0.843176434,0.614266089,1.072086779,0.411452072,0.285616968,0.537287176,0.029932868,-0.146825372,0.206691108,,,
ABCC12,-0.713298634,-0.770901068,-0.655696201,0.890406565,0.50537082,1.27544231,-0.002590337,-0.151386438,0.146205764,0.092253099,-0.121985358,0.306491556,,,
ABCC13,-0.708212797,-0.755703131,-0.660722463,-0.387299247,-0.595879799,-0.178718694,0.614724017,0.382688739,0.846759294,0.135698705,-0.065576108,0.336973518,,,
ABCC2,0.140180544,-0.133338728,0.413699815,1.010505186,0.678505183,1.342505189,-0.461386478,-0.58398523,-0.338787725,-0.16822596,-0.320323414,-0.016128505,,,
ABCC3,-0.482413513,-0.671830555,-0.29299647,0.122010367,-0.153680995,0.397701729,0.540689321,0.346522505,0.734856138,-0.217355649,-0.424502938,-0.01020836,,,
ABCC4,0.475862925,0.24861119,0.703114659,0.508625481,0.191952255,0.825298706,-0.053918531,-0.20000551,0.092168448,-0.559538009,-0.756433746,-0.362642272,,,
ABCC5,-0.395268267,-0.554665625,-0.235870909,-0.031990878,-0.313348172,0.249366417,0.050211059,-0.117625933,0.218048052,0.264327708,-0.001350563,0.530005978,,,
ABCC6,-0.278756081,-0.472810657,-0.084701505,-0.173333085,-0.49718226,0.15051609,0.181030073,-0.015736091,0.377796237,0.12224645,-0.103659819,0.34815272,,,
ABCC6P1,-0.366981273,-0.515768338,-0.218194208,0.438429998,0.051993701,0.824866296,0.020460538,-0.170156955,0.21107803,0.03641294,-0.182097167,0.254923047,,,
ABCC6P2,-0.111990444,-0.352499732,0.128518845,0.170189317,-0.177022755,0.51740139,-0.03610496,-0.192584191,0.12037427,0.033498761,-0.197151176,0.264148698,,,
ABCC8,-1.241475806,-1.365856893,-1.11709472,-0.140388187,-0.339531489,0.058755114,0.658363595,0.530723998,0.786003191,0.37036917,0.197232786,0.543505555,,,
ABCC9,-6.98E-05,-0.251927315,0.251787784,0.172091732,-0.038233118,0.382416581,0.358991689,0.159040828,0.558942549,-0.430027243,-0.633096024,-0.226958462,,,
ABCD1,0.480580043,0.212437061,0.748723025,0.542011125,0.26503168,0.818990569,-0.532307945,-0.648748027,-0.415867862,-0.121312148,-0.323018393,0.080394098,,,
ABCD2,0.173999852,-0.019547249,0.367546953,-0.099239486,-0.400859792,0.20238082,0.091733473,-0.127366354,0.310833299,-0.168791391,-0.388712142,0.051129361,,,
ABCD3,-0.65433824,-0.847192127,-0.461484352,-0.166986001,-0.356746727,0.022774724,0.280636261,0.093235504,0.468037018,0.305303597,0.072155252,0.538451943,,,
ABCD4,-0.537110508,-0.727588502,-0.346632513,0.241408749,-0.122346584,0.605164082,0.399484354,0.23027768,0.568691029,-0.100710667,-0.305448425,0.104027092,,,
ABCE1,0.486319611,0.194626228,0.778012994,0.107978727,-0.251182471,0.467139926,-0.445054871,-0.548585971,-0.34152377,0.007781846,-0.175577333,0.191141026,,,
ABCF1,0.718881845,0.448923568,0.988840122,-0.040201877,-0.236599835,0.156196082,-0.628340912,-0.812210684,-0.44447114,0.083099596,-0.069967026,0.236166217,,,
ABCF2,0.48241476,0.164455197,0.800374324,-0.240738511,-0.471578906,-0.009898117,-0.230404376,-0.395586543,-0.065222209,-0.020637621,-0.201757435,0.160482193,,,
ABCF3,-0.021301159,-0.316210504,0.273608185,-0.071678694,-0.306714245,0.163356858,-0.292224817,-0.462748849,-0.121700786,0.331863999,0.129057638,0.53467036,,,
ABCG1,-0.811263705,-1.097592745,-0.524934665,0.408249965,0.160199497,0.656300433,0.027275746,-0.124209813,0.178761305,0.37818354,0.219594949,0.536772131,,,
ABCG2,-0.155629553,-0.373618002,0.062358896,-0.102274179,-0.330979985,0.126431628,0.593347357,0.394153711,0.792541004,-0.400765297,-0.600239395,-0.201291199,,,
ABCG4,0.583786058,0.287966577,0.879605538,0.124542577,-0.156819313,0.405904467,-0.307292523,-0.460382738,-0.154202308,-0.205622164,-0.383198034,-0.028046294,,,
ABCG5,-0.020571438,-0.223130101,0.181987225,0.59618119,0.277063026,0.915299354,0.018899325,-0.164472431,0.202271081,-0.30077387,-0.520027729,-0.08152001,,,
ABCG8,-0.041096928,-0.229881064,0.147687208,0.868000714,0.388229403,1.347772025,-0.134744557,-0.272769,0.003279885,-0.274047461,-0.432042602,-0.116052319,,,
ABHD1,-0.318972424,-0.525563832,-0.112381016,-0.461751933,-0.793995123,-0.129508742,0.470895756,0.308810968,0.632980545,0.018830184,-0.196426251,0.23408662,,,
ABHD10,0.000679339,-0.207775119,0.209133798,-0.26427248,-0.581805002,0.053260041,0.031685513,-0.133293846,0.196664872,0.101261452,-0.148790989,0.351313893,,,
ABHD11,0.05262031,-0.227677591,0.33291821,0.800598106,0.444553708,1.156642505,-0.266197781,-0.399293502,-0.133102061,-0.184658078,-0.355292943,-0.014023214,,,
ABHD12,-0.251570428,-0.465295804,-0.037845052,-0.210162883,-0.452169174,0.031843409,-0.235305636,-0.357806974,-0.112804298,0.519260497,0.259367982,0.779153012,,,
ABHD12B,-0.425830422,-0.541389186,-0.310271659,-0.152628891,-0.44058574,0.135327959,0.240082857,0.05344947,0.426716244,0.165607858,-0.096130844,0.42734656,,,
ABHD13,0.111212381,-0.148977556,0.371402319,-0.1185001,-0.354661031,0.117660831,0.227168957,0.105245934,0.349091981,-0.24186282,-0.502222282,0.018496642,,,
ABHD14A,-0.41474784,-0.704312892,-0.125182789,-0.281446791,-0.513187102,-0.04970648,0.345024609,0.179174151,0.510875068,0.121135692,-0.07940014,0.321671524,,,
ABHD14B,-0.531595229,-0.743499529,-0.319690929,-0.128038101,-0.370302733,0.114226532,0.438225156,0.294892177,0.581558136,0.042749697,-0.206788027,0.292287422,,,
ABHD15,-0.929852736,-1.129733582,-0.729971891,0.180201146,-0.094667205,0.455069497,0.064891671,-0.085271189,0.215054531,0.545101128,0.358547412,0.731654843,,,
ABHD2,-0.711010366,-0.873523695,-0.548497037,-0.742707774,-0.859646059,-0.625769489,0.33142942,0.149846334,0.513012506,0.586991801,0.383247927,0.790735675,,,
ABHD3,-0.174584264,-0.371941338,0.02277281,-0.035992238,-0.379244376,0.307259901,-0.098599937,-0.354139994,0.156940121,0.243425923,0.088338573,0.398513273,,,
ABHD4,-0.567057856,-0.886351778,-0.247763934,0.550152263,0.27933282,0.820971705,0.114039428,-0.001151966,0.229230823,0.040929475,-0.142875768,0.224734719,,,
ABHD5,-0.128691579,-0.331821469,0.074438311,0.101823836,-0.165504285,0.369151958,0.069600947,-0.123038609,0.262240504,-0.021094142,-0.271522511,0.229334227,,,
ABHD6,-0.332058372,-0.535317213,-0.12879953,0.185237516,-0.09531346,0.465788492,0.121648413,-0.035141272,0.278438098,0.039845291,-0.221680156,0.301370738,,,
ABHD8,0.089598922,-0.220603254,0.399801098,-0.315314816,-0.673559398,0.042929765,0.098408344,-0.036642967,0.233459654,-0.003849779,-0.188519091,0.180819532,,,
ABI1,0.741838577,0.427031734,1.056645419,-0.078015212,-0.278174806,0.122144382,-0.197117381,-0.312269549,-0.081965212,-0.32846717,-0.519831693,-0.137102647,,,
ABI2,0.083473134,-0.189570716,0.356516985,-0.461838237,-0.708091257,-0.215585217,0.544914535,0.422750287,0.667078784,-0.353895495,-0.567179236,-0.140611755,,,
ABI3,0.295680079,0.040653754,0.550706403,0.131029131,-0.188751457,0.450809719,0.033556218,-0.146161968,0.213274405,-0.319432667,-0.519080772,-0.119784562,,,
ABI3BP,-0.296455661,-0.539364622,-0.053546701,-0.056067544,-0.330150151,0.218015064,0.416376824,0.245996156,0.586757492,-0.148652272,-0.370641216,0.073336673,,,
ABL1,-0.353974122,-0.597197573,-0.110750671,0.48237064,0.182345409,0.78239587,0.207283584,0.063306096,0.351261073,-0.174351496,-0.402614069,0.053911076,,,
ABL2,0.216318823,-0.007881354,0.440519001,-0.092977393,-0.382386107,0.19643132,0.326641085,0.108373965,0.544908206,-0.428781461,-0.6075662,-0.249996722,,,
ABLIM1,0.282450095,0.043799512,0.521100678,0.346392558,0.028189287,0.664595829,0.024931497,-0.086263461,0.136126455,-0.408926535,-0.649874258,-0.167978811,,,
ABLIM2,-0.010659184,-0.341569923,0.320251555,0.083048092,-0.19537302,0.361469203,0.11253845,-0.033234632,0.258311532,-0.141379006,-0.334802524,0.052044513,,,
ABLIM3,-0.979604508,-1.150654963,-0.808554052,-0.190838068,-0.464370818,0.082694682,0.647015605,0.521359217,0.772671994,0.210065793,0.016026935,0.404104651,,,
ABO,0.057075226,-0.123961857,0.238112309,-0.142215786,-0.330257587,0.045826015,0.516877624,0.249379135,0.784376113,-0.467039583,-0.622934549,-0.311144617,,,
ABP1,0.092351655,-0.119705877,0.304409187,0.032200491,-0.170628585,0.235029568,0.105067888,-0.142658597,0.352794373,-0.186054046,-0.396755823,0.02464773,,,
ABR,-0.298940062,-0.56916802,-0.028712103,-0.445977868,-0.626054188,-0.265901547,0.411603839,0.241132725,0.582074953,0.052740301,-0.167236779,0.27271738,,,
ABRA,0.171987022,-0.091306561,0.435280605,-0.191929543,-0.326030562,-0.057828524,-0.184570409,-0.317711057,-0.051429761,0.14385448,-0.129308047,0.417017006,,,
ABT1,0.705470535,0.503061143,0.907879928,0.047177738,-0.208214757,0.302570232,-0.474418876,-0.627926862,-0.32091089,-0.098040347,-0.325412527,0.129331833,,,
ABTB1,0.062344902,-0.171113287,0.295803091,-0.84703644,-1.126762113,-0.567310768,0.3350295,0.167167764,0.502891236,0.055689606,-0.150202379,0.261581591,,,
ABTB2,1.072755276,0.910604661,1.234905891,0.012075091,-0.178926241,0.203076424,-0.551264817,-0.723189554,-0.379340081,-0.282308553,-0.465694184,-0.098922921,,,
ACAA1,-0.353118714,-0.560790823,-0.145446605,0.238923436,-0.176393182,0.654240054,0.243336172,0.062978348,0.423693996,-0.087819848,-0.273826741,0.098187045,,,
ACAA2,0.360982411,0.128069075,0.593895746,-0.055931562,-0.445201348,0.333338223,-0.265245976,-0.442625423,-0.087866528,0.011423033,-0.176398784,0.19924485,,,
ACACA,-0.633879891,-0.812601933,-0.45515785,0.529556827,0.211729582,0.847384072,-0.017693242,-0.182902418,0.147515934,0.227587529,0.005471255,0.449703803,,,
ACACB,-0.266848036,-0.499278418,-0.034417654,-0.20242316,-0.414492855,0.009646535,0.429173939,0.251421942,0.606925937,-0.109944085,-0.347857711,0.127969541,,,
ACAD10,-0.661224424,-0.856612225,-0.465836622,-0.132393485,-0.385256655,0.120469686,0.28159159,0.137600534,0.425582645,0.292256453,0.046153073,0.538359833,,,
ACAD11,0.010746178,-0.284150211,0.305642566,0.027630024,-0.244722461,0.299982509,0.087267238,-0.055087394,0.22962187,-0.105505749,-0.334279554,0.123268056,,,
ACAD8,-0.456003714,-0.705289033,-0.206718394,0.069148787,-0.243284787,0.381582362,0.137603012,-0.015391193,0.290597216,0.175558839,-0.046745882,0.39786356,,,
ACAD9,0.518352355,0.298281861,0.73842285,-0.06648762,-0.390297868,0.257322627,-0.418888231,-0.532359025,-0.305417438,0.045914099,-0.194287511,0.286115709,,,
ACADL,0.242314136,-0.012902795,0.497531066,-0.079228628,-0.446620564,0.288163308,0.075075289,-0.103186082,0.25333666,-0.21406844,-0.403512037,-0.024624843,,,
ACADM,0.070373692,-0.188414412,0.329161797,-0.518885687,-0.848710708,-0.189060665,0.165815012,-0.021161073,0.352791097,0.047756521,-0.139956034,0.235469076,,,
ACADS,-0.036658278,-0.213649833,0.140333277,-0.352455464,-0.501187512,-0.203723415,0.19749728,-0.021312709,0.41630727,0.014453214,-0.243924694,0.272831121,,,
ACADSB,-1.143171156,-1.333379137,-0.952963175,-0.40811149,-0.582458963,-0.233764017,0.610287357,0.498502596,0.722072118,0.476575395,0.311429581,0.641721208,,,
ACADVL,-0.105494337,-0.316967117,0.105978444,-0.274179597,-0.651667928,0.103308735,0.118446536,-0.089896673,0.326789745,0.102699287,-0.086997632,0.292396205,,,
ACAN,0.531522431,0.245092401,0.81795246,0.150595112,-0.071164605,0.37235483,-0.108991046,-0.300014769,0.082032677,-0.369489627,-0.545148414,-0.19383084,,,
ACAP1,0.15589926,-0.047961799,0.359760318,0.24034397,-0.053895025,0.534582964,-0.120324554,-0.306156642,0.065507534,-0.121785398,-0.364658942,0.121088145,,,
ACAP2,0.046853593,-0.241036794,0.33474398,-0.215125309,-0.514197005,0.083946388,0.105963061,-0.07297758,0.284903703,-0.029125474,-0.22765447,0.169403521,,,
ACAP3,-0.153293518,-0.401802369,0.095215334,-0.030247757,-0.272150162,0.211654649,-0.088083931,-0.299810273,0.123642411,0.214507783,0.00178508,0.427230487,,,
ACAT1,-0.284556301,-0.558453093,-0.010659509,-0.480205006,-0.696104888,-0.264305123,0.124352142,-0.028408447,0.277112731,0.334348926,0.109852767,0.558845085,,,
ACAT2,0.199676849,-0.102061692,0.501415389,0.389346315,0.10718117,0.67151146,-0.594252893,-0.735831362,-0.452674425,0.225061562,0.05687996,0.393243164,,,
ACBD3,-0.217508669,-0.402082285,-0.032935053,0.374230096,-0.011049107,0.759509298,-0.097254186,-0.318821496,0.124313124,0.069218383,-0.112739581,0.251176347,,,
ACBD4,-0.515580755,-0.710231087,-0.320930424,-0.787863838,-1.063715653,-0.512012022,0.518629393,0.360001211,0.677257576,0.28359765,0.087259436,0.479935864,,,
ACBD5,-0.321195743,-0.547587805,-0.094803681,-0.405882252,-0.609103589,-0.202660914,-0.133728764,-0.315126775,0.047669247,0.571994665,0.354476174,0.789513156,,,
ACBD6,0.147210569,-0.131550404,0.425971542,-0.144706535,-0.356595335,0.067182265,0.122673191,-0.094308301,0.339654684,-0.155616467,-0.350214814,0.03898188,,,
ACBD7,0.748953243,0.500333657,0.997572829,-0.376237219,-0.597125744,-0.155348694,-0.321514174,-0.496915649,-0.1461127,-0.065478573,-0.259603454,0.128646309,,,
ACCN1,-0.488891301,-0.560752033,-0.417030568,-0.160616985,-0.494081653,0.172847684,0.325319037,0.086324771,0.564313303,0.13521289,-0.070480508,0.340906288,,,
ACCN2,0.511271945,0.280953691,0.741590199,0.035964298,-0.179699578,0.251628173,-0.3302385,-0.543325032,-0.117151967,-0.084957546,-0.290191195,0.120276104,,,
ACCN3,-0.220881774,-0.42286666,-0.018896887,-0.483927972,-0.751593951,-0.216261993,-0.008216368,-0.220867942,0.204435205,0.415499336,0.209855747,0.621142925,,,
ACCN4,0.12859938,-0.160504177,0.417702937,0.236127622,0.00660093,0.465654315,-0.136253345,-0.359228471,0.086721781,-0.083937224,-0.258133425,0.090258977,,,
ACCN5,-0.153255482,-0.282848962,-0.023662002,0.243147596,-0.244436957,0.730732149,-0.148681906,-0.292875058,-0.004488754,0.135854641,-0.084796494,0.356505775,,,
ACCS,0.373129546,0.166802284,0.579456808,-0.329511177,-0.670032692,0.011010339,0.161956394,-0.029163349,0.353076138,-0.270299782,-0.474507952,-0.066091612,,,
ACCSL,0.150017733,-0.204738931,0.504774396,0.261309496,-0.204738931,0.727357924,-0.040099949,-0.153884509,0.073684612,-0.204738931,-0.204738931,-0.204738931,,,
ACD,0.680332491,0.450906153,0.909758829,-0.457704936,-0.739528056,-0.175881816,-0.404530516,-0.602514334,-0.206546698,0.106278178,-0.056882856,0.269439212,,,
ACE,0.114952717,-0.065413656,0.295319089,0.527631432,0.202070437,0.853192428,-0.164945538,-0.316124675,-0.013766401,-0.191957447,-0.44520136,0.061286467,,,
ACE2,0.652042356,0.443468109,0.860616603,0.408140903,0.056612485,0.759669321,-0.365659563,-0.484874235,-0.24644489,-0.342678471,-0.549622162,-0.13573478,,,
ACER1,-0.308810117,-0.489671689,-0.127948545,0.49049788,0.077361181,0.903634579,0.082006684,-0.122766155,0.286779524,-0.092231091,-0.269163785,0.084701602,,,
ACER2,-1.003693052,-1.197802018,-0.809584085,-0.143343506,-0.433084095,0.146397082,0.487658436,0.354218895,0.621097978,0.357102207,0.17920556,0.534998854,,,
ACER3,0.002578239,-0.15501503,0.160171509,0.398724028,0.060565042,0.736883013,-0.183112104,-0.374840476,0.008616269,-0.025813261,-0.266624018,0.214997497,,,
ACHE,0.614531332,0.35886247,0.870200195,0.034495144,-0.202157579,0.271147867,-0.332775883,-0.487623269,-0.177928497,-0.15923585,-0.378362059,0.059890359,,,
ACIN1,-0.718730547,-0.940218482,-0.497242611,0.264217002,0.058599926,0.469834079,0.239196334,0.057381753,0.421010915,0.177709589,-0.041277287,0.396696464,,,
ACLY,-0.446824393,-0.661719747,-0.231929039,0.663683624,0.22105902,1.106308228,-0.093643344,-0.246193601,0.058906913,0.09301802,-0.071517555,0.257553595,,,
ACMSD,-0.607395678,-0.666792455,-0.547998901,0.065838096,-0.237191691,0.368867882,0.200142869,-0.029174528,0.429460266,0.230824128,0.008445116,0.45320314,,,
ACN9,0.482276046,0.247961103,0.716590988,0.400770385,0.152729316,0.648811455,-0.325478933,-0.498275007,-0.152682859,-0.250174916,-0.46685798,-0.033491852,,,
ACO1,0.050600179,-0.199822184,0.301022541,-0.529411068,-0.749142453,-0.309679682,0.284998601,0.115012416,0.454984785,-0.046368259,-0.281378803,0.188642284,,,
ACO2,0.029438845,-0.281017277,0.339894966,0.183616263,-0.08369168,0.450924206,-0.469657914,-0.623058501,-0.316257328,0.336201569,0.160908687,0.511494452,,,
ACOT1,-0.567602369,-0.727984508,-0.407220231,0.071337322,-0.274474314,0.417148958,0.19134606,0.033072852,0.349619268,0.206659809,-0.033889238,0.447208855,,,
ACOT11,0.278945377,0.060907777,0.496982978,-0.165786939,-0.399026317,0.06745244,-0.227055268,-0.382483194,-0.071627342,0.091279068,-0.174293085,0.35685122,,,
ACOT12,0.025828691,-0.192387293,0.244044676,-0.273128489,-0.412371019,-0.133885958,-0.004495232,-0.186294037,0.177303573,0.121500657,-0.150648192,0.393649507,,,
ACOT13,0.239390915,-0.019112807,0.497894637,-0.008532148,-0.252627063,0.235562767,-0.506245301,-0.723023713,-0.289466889,0.309874635,0.146813749,0.472935521,,,
ACOT2,-0.561574544,-0.722679644,-0.400469444,0.180716666,-0.138909784,0.500343117,0.22823353,0.080059059,0.376408001,0.112098775,-0.142904861,0.367102411,,,
